,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
10021,Facebook,Egypt,Northern Africa,Middle East,30-34,32.0,Male,Engineer; Sr. Developer; Expert; Full-stack Developer,Enterprise level services developer,Enterprise level services developer,6 - 10 years,8.0,"$10,000 - $20,000",15000.0,,"AngularJS; C; C++; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js",Cassandra; Dart; Go; Hadoop; R; ReactJS; Redis; Scala,No,8.0,Freelance / Contractor,Consulting,I am not part of a company,I am not on a team,0,Full-time remote,I love my job,A friend referred me,Atom; Notepad++; Eclipse; Visual Studio,Multiple times a day,5-10 hours per week,Other (please specify),Ubuntu,Yes,2 - 100,Multiple times a day,To build a specific product I have in mind,"Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)",I am actively looking for a new job,Salary; Ability to make or influence important decisions; Industry; Tech stack; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Finding time to search for a job,50%,Introduce me to the boss; Introduce me to the team; interview_coffee; Fewer brainteasers; Prepare me for who I will be speaking with,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Agree somewhat,Agree completely,Agree somewhat,Disagree completely,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,Inefficient development processes; Fragile code base; Unrealistic expectations; Corporate policies; Outdated technologies; Poor infrastructure or equipment,To get help for my job; Because I can't do my job without it
10023,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,Engineer; Full Stack Overflow Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,Facebook,Egypt,Northern Africa,Middle East,25-29,27.0,Male,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,Embedded application developer,Embedded application developer,1 - 2 years,1.5,,,,C; JavaScript; LAMP; PHP; Ruby; SQL,C; C++,Yes,7.0,Unemployed,,,,,,,,Notepad++; Sublime; Vim; Visual Studio,Once a day,2-5 hours per week,Other (please specify),Windows 8,Yes,"1,001 - 5,000",Multiple times a day,To pursue career goals,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Mentorship program (e.g. Flatiron School, GDI, etc.)",I am actively looking for a new job,Salary; Work/life balance; Building something that's innovative,Interesting companies rarely respond to me,50%,interview_coffee; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,Agree completely,Disagree somewhat,Neutral,Disagree somewhat,Neutral,Agree completely,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,Poor scheduling; Unrealistic expectations; Poor documentation,To give help to others; To receive help on my personal projects; Beacause I love to learn
10041,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,Developer; Engineer; Programmer,Student,Student,2 - 5 years,3.5,Unemployed,,,C; C++; Java; Matlab; Python,Haskell; Java,No,10.0,I'm a student,,,,,,,,IntelliJ; PhpStorm; PyCharm,Multiple times a day,20+ hours per week,Cats,Windows 10,I don't know,I'm not sure,Once a day,I want to be a better developer,I'm self-taught; Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field); B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Company financials; Building something that's innovative,Writing my CV and keeping it updated,40%,Show me more live code; Introduce me to the team; Show me the space in which I will work,Star Wars; Star Trek,Neutral,,,,,,,,,,,,,,,,,,,,,
10042,Facebook,Egypt,Northern Africa,Middle East,25-29,27.0,Male,Sr. Developer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$10,000 - $20,000",15000.0,,Android; Java; PHP; SQL; WordPress,Android; Arduino / Raspberry Pi; Java; PHP; SQL; WordPress,Yes,7.0,Employed full-time,Software Products,"10,000+ employees",5-9 people,3,Part-time remote,I love my job,Contacted by company (in-house recruiter),Android Studio; Eclipse; IntelliJ,Multiple times a day,5-10 hours per week,Dogs,Ubuntu,Yes,101 - 500,Multiple times a day,I want to be a better developer,"Full-time, intensive program (e.g. ""boot-camp"")",I am actively looking for a new job,Salary; Ability to make or influence important decisions; Company financials; Work/life balance; Opportunity for advancement; Office location; Remote working option; Flexible work hours,The interview process,20%,Fewer brainteasers,Star Wars,,,,,,,,,,,,,,,,,,,,,,
10045,Facebook,Egypt,Northern Africa,Middle East,25-29,27.0,Male,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Female,Developer; Programmer,Student,Student,1 - 2 years,1.5,"Less than $10,000",5000.0,,Java; JavaScript; MongoDB; Node.js; SQL,Python; R; Ruby,Yes,5.0,I'm a student,,,,,,,,Sublime; Eclipse,A few times a month,2-5 hours per week,Dogs,Windows 10,I don't know,I'm not sure,Multiple times a day,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Tech stack; Company culture; Remote working option; Flexible work hours; Building something that's innovative,Finding an open job that I'm qualified for,20%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference),Star Wars,Neutral,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Neutral,Neutral,This is somewhat important,I don't care about this,I don't care about this,This is very important,This is very important,This is somewhat important,I don't care about this,This is very important,I don't care about this,I don't care about this,Poor documentation; Outdated technologies; Non-technical management; Unspecific requirements,To get help for my job; To receive help on my personal projects; Beacause I love to learn
19883,Facebook,Egypt,Northern Africa,Middle East,30-34,32.0,Male,Developer; Programmer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,,AngularJS; Cordova; JavaScript; MongoDB; Node.js,Android; AngularJS; JavaScript; Node.js,No,6.0,Employed full-time,Software Products,20-99 employees,5-9 people,0,Part-time remote,I'm somewhat satisfied with my job,A friend referred me,Sublime; Android Studio; Xcode,Multiple times a day,None,Cats,Ubuntu,Yes,"501 - 1,000",Multiple times a day,I learn new technology when my job requires it,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Building something that's innovative,,40%,,,Agree somewhat,,Agree completely,,Agree somewhat,,,Agree somewhat,,Disagree somewhat,This is somewhat important,I don't care about this,,This is very important,This is somewhat important,I don't care about this,,,This is somewhat important,,,
27088,Facebook,Egypt,Northern Africa,Middle East,25-29,27.0,Male,Developer; Programmer; Sr. Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27574,Facebook,Egypt,Northern Africa,Middle East,< 20,16.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,,Android; Java; JavaScript; Node.js; PHP,C; C++; Swift,No,6.0,Freelance / Contractor,Web Services,I am not part of a company,1-4 people,0,Never,I love my job,Self-employed - I created my own job,Sublime; Eclipse,Multiple times a day,20+ hours per week,Other (please specify),Ubuntu,I don't know,2 - 100,Once a week,I learn new technology when my job requires it,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Work/life balance; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Finding an open job that I'm qualified for,60%,Show me more live code; Be more flexible about interview scheduling; Introduce me to the boss; Introduce me to the team; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,,Agree somewhat,Agree somewhat,Agree completely,Disagree somewhat,Neutral,Disagree completely,,Agree completely,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,Poor team dynamics; Inefficient development processes; Fragile code base; Poor scheduling; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Limited resources,To get help for my job; Beacause I love to learn
28203,Facebook,Egypt,Northern Africa,Middle East,< 20,16.0,Other,Programmer; Guru,Student,Student,1 - 2 years,1.5,"Less than $10,000",5000.0,,JavaScript; Matlab; PHP; SQL,Node.js; Perl; Python; Ruby; SQL Server,Yes,6.0,I'm a student,,,,,,,,Notepad++; Sublime; Vim; PhpStorm,A few times a month,1-2 hours per week,Dogs,Ubuntu,I don't know,2 - 100,Once a week,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)",I am actively looking for a new job,Salary; Company stage; Job title,Interesting companies rarely respond to me,50%,Show me more live code; Introduce me to the team; Show me the space in which I will work,,Agree completely,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Neutral,Disagree somewhat,Agree completely,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,I don't care about this,This is somewhat important,Inefficient development processes; Changing requirements; Limited resources,To discover new job opportunities; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
28296,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,,other,,Less than 1 year,0.5,"Less than $10,000",5000.0,,C#; Hadoop; SQL; SQL Server,Hadoop; Java; Node.js; Python; SQL; SQL Server,Yes,5.0,Employed part-time,Education,100-499 employees,10-14 people,10,I rarely work remotely,I'm neither satisfied nor dissatisfied,A friend referred me,Visual Studio,A couple times a week,2-5 hours per week,Cats,Windows 10,Yes,I don't have an account,Once a week,I learn new technology when my job requires it,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am not interested in new job opportunities,Salary; Office location; Building something that's significant; Flexible work hours,Finding an open job that I'm qualified for,20%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the boss,,Neutral,Agree somewhat,Neutral,Agree completely,Neutral,Disagree completely,Disagree somewhat,Neutral,Neutral,Agree completely,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,This is somewhat important,This is very important,Poor team dynamics; Limited resources,To get help for my job; To receive help on my personal projects; Beacause I love to learn
29042,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29093,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,Programmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29126,Facebook,Egypt,Northern Africa,Middle East,25-29,27.0,Male,Developer; Engineer; Programmer,other,,6 - 10 years,8.0,"Less than $10,000",5000.0,,C; C++; C#; Java; JavaScript; Python; Visual Basic,Android; C; C++; Hadoop; Java; JavaScript; Node.js; Python; R,Other (please specify),5.0,Employed full-time,Education,I am not sure,1-4 people,2,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Atom; Notepad++; Sublime; Android Studio; IPython / Jupyter; Visual Studio,A few times a month,10-20 hours per week,Cats,Windows 10,Yes,I don't have an account,Multiple times a day,To build a specific product I have in mind,B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Industry; Work/life balance; Office location; Quality of colleagues; Company culture; Company reputation; Flexible work hours; Building something that's innovative,Writing cover letters,10%,,Star Wars,Neutral,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Disagree completely,Neutral,Agree completely,Disagree completely,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,I don't care about this,Inefficient development processes; Unrealistic expectations; Poor documentation; Unspecific requirements,To get help for my job
29141,Facebook,Egypt,Northern Africa,Middle East,30-34,32.0,Male,Developer; Engineer,System administrator,System administrator,6 - 10 years,8.0,"Less than $10,000",5000.0,,"C#; Cloud (AWS, GAE, Azure, etc.); Python; SQL; SQL Server; Visual Basic; WordPress",Java; PHP,No,6.0,Employed full-time,Government,"5,000-9,999 employees",1-4 people,0,I rarely work remotely,I hate my job,Self-employed - I created my own job,Visual Studio,A couple times a week,2-5 hours per week,Dogs,Windows XP,I don't know,I don't have an account,Multiple times a day,To keep my skills up to date,Industry certification program; B.A. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Company size; Job title; Office location; Quality of colleagues; Company reputation; Remote working option,The interview process,70%,Show me more live code; Be more flexible about interview scheduling; Introduce me to the team; Prepare me for who I will be speaking with,Star Trek,Neutral,Agree completely,Agree completely,Agree completely,Neutral,Disagree completely,Disagree completely,Agree completely,Agree somewhat,Neutral,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,This is somewhat important,This is very important,Poor team dynamics; Poor scheduling; Poor documentation; Corporate policies; Non-technical management; Trying to be nice,To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
30490,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,Developer; Engineer; Programmer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,,Android; Arduino / Raspberry Pi; AngularJS; Hadoop; Java; JavaScript; PHP,"Arduino / Raspberry Pi; C#; Cloud (AWS, GAE, Azure, etc.); MongoDB; Node.js; Python; R",No,7.0,Employed part-time,Software Products,5-9 employees,1-4 people,0,Part-time remote,I'm somewhat satisfied with my job,A friend referred me,Atom; Sublime; Android Studio,Multiple times a day,1-2 hours per week,Cats,Windows 8,I don't know,2 - 100,Multiple times a day,To build a specific product I have in mind,I'm self-taught; On-the-job training; B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Tech stack; Work/life balance; Job title; Office location; Quality of colleagues; Company reputation; Building something that's significant; Flexible work hours; Building something that's innovative,Interesting companies rarely respond to me,40%,Show me more live code; Introduce me to the boss; interview_coffee; Fewer brainteasers,,Agree somewhat,Neutral,Agree completely,Agree somewhat,Disagree completely,Disagree completely,Disagree completely,Agree completely,Neutral,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,Poor team dynamics; Inefficient development processes; Fragile code base; Unrealistic expectations; Poor documentation; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Changing requirements; Unspecific requirements,To get help for my job; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
50562,Facebook,Egypt,Northern Africa,Middle East,30-34,32.0,Male,Developer; Guru,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,,AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js; Python,JavaScript; MongoDB; Node.js; Python,No,7.0,Employed full-time,Software Products,10-19 employees,5-9 people,3,Never,I love my job,LinkedIn,Sublime; Vim,Multiple times a day,2-5 hours per week,Cats,Mac OS X,No,"501 - 1,000",Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp"")","I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Tech stack; Company financials; Office location; Company culture; Flexible work hours,Writing my CV and keeping it updated,80%,Offer remote interviews (e.g. via video conference); Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree somewhat,Agree completely,Disagree completely,Disagree completely,Neutral,Disagree somewhat,Neutral,Disagree completely,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,,This is very important,This is somewhat important,I don't care about this,,
50852,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,Developer; Engineer; Programmer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,,,,Android; C; C++; Java; PHP; Python; SQL,Android; Arduino / Raspberry Pi; C; C++; C#; Go; Hadoop; Haskell; iOS; Java; JavaScript; MATLAB; Node.js; Objective-C; PHP; Python; R; SQL; SQL Server; Swift; Windows Phone,No,4.0,I'm a student,,,,,,,,Atom; Android Studio; Eclipse; IntelliJ; NetBeans; Visual Studio; Visual Studio Code,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",20+ hours per week,Dogs,Ubuntu,I don't know,2 - 100,Once a week,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)",I am actively looking for a new job,Salary; Company size; Job title,Writing my CV and keeping it updated,50%,Offer remote interviews (e.g. via video conference); Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree completely,Neutral,Agree completely,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree completely,Agree completely,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Interacting with non-technical people; Interacting with stupid people,Beacause I love to learn
52247,Facebook,Egypt,Northern Africa,Middle East,< 20,16.0,Male,Engineer; Programmer; Hacker,Student,Student,2 - 5 years,3.5,"Less than $10,000",5000.0,,C; C++,Python,No,8.0,I'm a student,,,,,,,,Vim,A few times a month,20+ hours per week,Cats,Fedora,I don't know,101 - 500,Multiple times a day,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Industry,Writing my CV and keeping it updated,Other (please specify),interview_coffee,Star Trek,Agree completely,Neutral,Agree somewhat,Neutral,Agree completely,Disagree completely,Neutral,Agree completely,Agree completely,Disagree completely,I don't care about this,This is very important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,I don't care about this,I don't care about this,Changing requirements; Unspecific requirements,To receive help on my personal projects; Beacause I love to learn
52292,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Female,Developer; Engineer; Programmer; Expert,Student,Student,2 - 5 years,3.5,Unemployed,,,C; C++; C#; JavaScript; Matlab; Python; SQL; Windows Phone,Hadoop; Python; Ruby,No,10.0,I'm a student,,,,,,,,Visual Studio; Visual Studio Code,Multiple times a day,2-5 hours per week,Other (please specify),Windows 10,Yes,1,Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am actively looking for a new job,Salary; Ability to make or influence important decisions; Tech stack; Opportunity for advancement; Job title; Quality of colleagues; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Searching for a job that seems interesting,50%,Introduce me to the boss; Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars; Star Trek,Neutral,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Agree somewhat,Agree completely,Neutral,Neutral,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,Inefficient development processes; Poor scheduling; Poor documentation; Non-technical management; Trying to be nice,To get help for my job; To give help to others; Because I can't do my job without it; To communicate with others like me; Beacause I love to learn
53086,Facebook,Egypt,Northern Africa,Middle East,< 20,16.0,Male,,Student,Student,2 - 5 years,3.5,Unemployed,,,C++; PHP; SQL; SQL Server,Android; C#; Java; JavaScript,No,7.0,I'm a student,,,,,,,,Notepad++; Sublime; PhpStorm; Visual Studio,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",10-20 hours per week,Cats,Windows 10,Yes,I don't have an account,Once a week,I'm curious,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Tech stack; Work/life balance; Job title; Company reputation; Flexible work hours,Writing cover letters,40%,Show me more live code; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Agree completely,Agree completely,Neutral,Agree completely,Disagree completely,Neutral,Agree somewhat,Agree somewhat,Disagree somewhat,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,Poor team dynamics; Inefficient development processes; Poor documentation,To give help to others; To discover new job opportunities; Beacause I love to learn
53142,Facebook,Egypt,Northern Africa,Middle East,20-24,22.0,Male,Developer; Programmer; Full-stack Developer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1 - 2 years,1.5,"Less than $10,000",5000.0,,Android,Go; iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26805,Facebook,El Salvador,Central America,Central America,25-29,27.0,Male,Developer; Engineer; Programmer; Rockstar; Ninja; Full-stack Developer,Student,Student,1 - 2 years,1.5,Unemployed,,,Android; AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js,AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js,Yes,8.0,I'm a student,,,,,,,,Atom; Android Studio; Eclipse,A couple times a week,10-20 hours per week,Dogs,Ubuntu,I don't know,I don't have an account,Multiple times a day,To keep my skills up to date,B.A. in Computer Science (or related field); B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Equity; Ability to make or influence important decisions; Tech stack; Company size; Company financials; Opportunity for advancement; Job title; Quality of colleagues; Company culture; Company reputation; Remote working option; Flexible work hours,Searching for a job that seems interesting,70%,Show me more live code; Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree somewhat,Agree somewhat,Agree completely,Disagree completely,Disagree completely,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,Inefficient development processes; Fragile code base; Poor documentation; Interacting with stupid people; Changing requirements,To get help for my job; To give help to others; To discover new job opportunities; Beacause I love to learn
2995,Facebook,Estonia,Northern Europe,Eastern Europe,30-34,32.0,Male,Developer; Sr. Developer; Expert,Desktop developer,Desktop developer,11+ years,13.0,"$40,000 - $50,000",45000.0,,C; C++; JavaScript; MongoDB; Node.js,C#; Swift,No,9.0,Employed full-time,Consulting,1-4 employees,1-4 people,0,Part-time remote,I love my job,Self-employed - I created my own job,Visual Studio,Multiple times a day,2-5 hours per week,Dogs,Windows 7,Yes,"5,001 - 10,000",Once a month,To keep my skills up to date,B.S. in Computer Science (or related field),I am not interested in new job opportunities,Work/life balance; Opportunity for advancement; Company culture,Searching for a job that seems interesting,90%,Offer remote interviews (e.g. via video conference); Introduce me to the team; Fewer brainteasers,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Neutral,Neutral,Neutral,This is very important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Fragile code base; Corporate policies; Non-technical management,To get help for my job; To give help to others
15350,Facebook,Estonia,Northern Europe,Eastern Europe,25-29,27.0,Male,Developer; Engineer; Sr. Developer; Expert; Full-stack Developer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$80,000 - $90,000",85000.0,,CoffeeScript; JavaScript; ReactJS; Ruby,Go; Haskell; R; ReactJS; Ruby; Rust,Yes,8.0,Freelance / Contractor,Web Services,1-4 employees,1-4 people,0,Full-time remote,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Sublime; Vim,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,Yes,I'm not sure,Multiple times a day,I want to be a better developer,B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Tech stack; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours,Searching for a job that seems interesting,70%,Show me more live code; Prepare me for who I will be speaking with,Star Wars; Star Trek,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Disagree completely,Agree somewhat,Disagree somewhat,Agree completely,Disagree somewhat,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,Poor team dynamics; Inefficient development processes; Fragile code base; Poor scheduling; Unrealistic expectations; Corporate policies; Outdated technologies; Unspecific requirements,To get help for my job; Beacause I love to learn
28764,Facebook,Estonia,Northern Europe,Eastern Europe,< 20,16.0,Male,Developer; Programmer,Student,Student,2 - 5 years,3.5,,,,C#,Android; C; C++; C#,No,7.0,I'm a student,,,,,,,,Notepad++; Visual Studio,I never check-in or commit code,Other (please specify),Cats,Windows 10,I don't know,I'm not sure,Multiple times a day,I'm curious,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Office location; Quality of colleagues; Company reputation; Remote working option; Flexible work hours,Finding an open job that I'm qualified for,10%,Offer remote interviews (e.g. via video conference); Introduce me to the team; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree completely,Disagree completely,Disagree completely,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,Poor documentation; Interacting with non-technical people; Interacting with stupid people,Because I can't do my job without it; Beacause I love to learn
29140,Facebook,Estonia,Northern Europe,Eastern Europe,30-34,32.0,Male,Programmer,Back-end web developer,Back-end web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,,Java; JavaScript,AngularJS; Java,No,5.0,Employed full-time,Government,20-99 employees,5-9 people,5,I rarely work remotely,I hate my job,Career fair,Sublime; Eclipse,Multiple times a day,2-5 hours per week,Cats,Windows 7,No,2 - 100,Multiple times a day,To keep my skills up to date,I'm self-taught; B.A. in Computer Science (or related field),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Facebook,Finland,Northern Europe,Western Europe,30-34,32.0,Male,Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$40,000 - $50,000",45000.0,4.41,AngularJS; C#; Java; JavaScript; SQL,JavaScript; Node.js; ReactJS,No,8.0,Employed full-time,Software Products,100-499 employees,5-9 people,0,I rarely work remotely,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Sublime; IntelliJ; Visual Studio,Multiple times a day,1-2 hours per week,Cats,Mac OS X,Yes,I don't have an account,Once a day,I want to be a better developer,On-the-job training; Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Ability to make or influence important decisions; Work/life balance; Company culture,Taking time off work to interview,50%,Prepare me for who I will be speaking with,,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Disagree somewhat,Agree completely,Disagree completely,Agree somewhat,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,Changing requirements; Unspecific requirements; Limited resources,To get help for my job; To receive help on my personal projects; Beacause I love to learn
