Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,YearsCodedJobPast,DeveloperType,WebDeveloperType,MobileDeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ExCoderReturn,ExCoderNotForMe,ExCoderBalance,ExCoder10Years,ExCoderBelonged,ExCoderSkills,ExCoderWillNotCode,ExCoderActive,PronounceGIF,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,ClickyKeys,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,CousinEducation,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedFramework,WantWorkFramework,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,MetricAssess,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowDevices,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,Gender,HighestEducationParents,Race,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,ExpectedSalary
9110,Professional developer,"Yes, I program as a hobby",Netherlands,No,Employed full-time,Bachelor's degree,A business discipline,A few days each month,"5,000 to 9,999 employees","Privately-held limited company, not in startup mode",16 to 17 years,9 to 10 years,NA,Desktop applications developer,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,"I'm not actively looking, but I am open to new opportunities",1,More than 4 years ago,Important,Very important,Important,Somewhat important,Very important,Important,Important,Important,Important,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Vacation/days off; Health benefits; Professional development sponsorship; Education sponsorship; Expected work hours,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spaces,Important,Online course; Part-time/evening course; Industry certification; On-the-job training; Self-taught,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities,NA,NA,7:00 AM,C#; SQL,C#; JavaScript; SQL,NA,.NET Core,SQL Server; Oracle,MongoDB; SQL Server,NA,Microsoft Azure,Notepad++; Visual Studio; Visual Studio Code,Turn on some music,Agile; Scrum; Kanban,Git,Multiple times a day,Strongly disagree,Agree,Disagree,Disagree,Somewhat agree,Disagree,Strongly disagree,Customer satisfaction; Benchmarked product performance; On time/in budget; Peers' rating,Satisfied,Not at all satisfied,Somewhat satisfied,Satisfied,Not at all satisfied,Satisfied,Some influence,Some influence,No influence at all,Some influence,A lot of influence,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,I have created a CV or Developer Story on Stack Overflow,9,Desktop,At least once each week,At least once each week,Several times,Several times,Several times,Once or twice,Several times,Haven't done at all,Somewhat agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Male,A bachelor's degree,White or of European descent,Agree,Agree,Strongly disagree,Strongly agree,NA,NA
9111,Professional developer,No,Russian Federation,No,Employed full-time,Professional degree,Computer science or software engineering,Never,10 to 19 employees,I don't know,8 to 9 years,4 to 5 years,NA,Web developer; Mobile developer; Developer with a statistics or mathematics background,NA,NA,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",1,Less than a year ago,Somewhat important,Important,Important,Not very important,Important,Important,Very important,Important,Not very important,Somewhat important,Somewhat important,Very important,Important,Not very important,Very important,Annual bonus; Vacation/days off; Health benefits; Remote options; Meals,Yes,NA,I saw an employer's advertisement,"A friend, family member, or former colleague told me",Important,Not very important,Important,Not at all important,Not very important,Somewhat important,Important,Important,Not at all important,Important,NA,NA,Tabs,NA,NA,NA,NA,NA,10:00 AM,JavaScript; PHP,Java; JavaScript,AngularJS; React,AngularJS; React,MySQL,MySQL,Android,Android; iOS; Windows Phone,Notepad++; NetBeans; PHPStorm,Turn on some music,Agile; Scrum,Git,Multiple times a day,Agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Hours worked; Peers' rating; Self-rating,Somewhat satisfied,Not very satisfied,Not very satisfied,Satisfied,Satisfied,Satisfied,A lot of influence,Some influence,Some influence,A lot of influence,A lot of influence,Some influence,A lot of influence,A lot of influence,No influence at all,Some influence,A lot of influence,"I've visited Stack Overflow, but haven't logged in/created an account",9,Desktop; Android browser,Several times,Once or twice,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Female,"Some college/university study, no bachelor's degree",White or of European descent,Strongly agree,Agree,Disagree,Strongly agree,NA,NA
9112,Professional developer,"Yes, I program as a hobby",Poland,No,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a bachelor's degree,Computer programming or Web development,A few days each month,NA,NA,4 to 5 years,3 to 4 years,NA,Web developer,Full stack Web developer,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not actively looking, but I am open to new opportunities",NA,Less than a year ago,NA,NA,NA,NA,NA,NA,NA,Very important,Very important,Somewhat important,Important,Important,Somewhat important,Important,Very important,NA,Yes,LinkedIn,I was just giving it a regular update,NA,Somewhat important,Very important,Very important,Not at all important,Important,Important,Not very important,Not very important,Not very important,Somewhat important,NA,NA,Spaces,Not at all important,Self-taught,Official documentation; Stack Overflow Q&A; Non-Stack online communities; Friends network,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9113,Professional developer,"Yes, both",Switzerland,"Yes, full-time",Employed full-time,Secondary school,NA,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",9 to 10 years,8 to 9 years,NA,Web developer; Desktop applications developer,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,I am not interested in new job opportunities,NA,More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vacation/days off; Professional development sponsorship,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swiss francs,Neither underpaid nor overpaid,Both,NA,NA,NA,NA,NA,8:00 AM,C#; JavaScript; SQL,C#; JavaScript; SQL; TypeScript,NA,AngularJS; Xamarin; .NET Core,SQL Server,SQL Server,Windows Desktop; Microsoft Azure,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Microsoft Azure,Visual Studio,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Waterfall; Extreme; Pair,Team Foundation Server,Multiple times a day,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Customer satisfaction,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No influence at all,No influence at all,No influence at all,Some influence,A lot of influence,No influence at all,No influence at all,Some influence,No influence at all,No influence at all,No influence at all,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8,Desktop,At least once each week,Several times,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,At least once each week,Haven't done at all,Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Male,High school,White or of European descent,Agree,Somewhat agree,Disagree,Agree,109e3,NA
9114,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,10 to 19 employees,"Privately-held limited company, not in startup mode",5 to 6 years,3 to 4 years,NA,Web developer; Desktop applications developer,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Agree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,LinkedIn; Naukri,I saw an employer's advertisement,A general-purpose job board,Very important,Somewhat important,Somewhat important,Not very important,Somewhat important,Somewhat important,Important,Important,Not at all important,Somewhat important,NA,NA,Tabs,Somewhat important,On-the-job training; Self-taught; Coding competition,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities,NA,NA,9:00 AM,C#; SQL,C; C++; C#; CoffeeScript; Java; JavaScript; SQL; TypeScript; VB.NET; VBA; Visual Basic 6,NA,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; Oracle; SQLite,SQL Server; MySQL; Oracle,NA,NA,Visual Studio,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Waterfall,Visual Source Safe,Multiple times a day,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Hours worked; Release frequency; Customer satisfaction; Revenue performance,Satisfied,Not very satisfied,Not very satisfied,Satisfied,Satisfied,Not very satisfied,Some influence,No influence at all,Some influence,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8,Desktop; Android app,Several times,Several times,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Several times,Haven't done at all,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Disagree,Disagree,Male,A bachelor's degree,NA,Somewhat agree,Disagree,Disagree,Disagree,NA,NA
9115,Student,"Yes, I program as a hobby",Slovenia,"Yes, full-time","Not employed, and not looking for work",Primary/elementary school,NA,NA,NA,NA,2 to 3 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not actively looking, but I am open to new opportunities",NA,Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9116,Professional developer,"Yes, I contribute to open source projects",India,No,Employed full-time,Bachelor's degree,Mathematics or statistics,A few days each month,10 to 19 employees,Pre-series A startup,18 to 19 years,7 to 8 years,NA,Web developer; Mobile developer; Desktop applications developer,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,NA,Agree,Disagree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indian rupees (?),NA,Tabs,Not very important,Self-taught; Coding competition; Hackathon; Open source contributions,Official documentation; Trade book; Textbook; Non-Stack online communities; Company internal community; Friends network; Built-in help,NA,Return to college; Take online courses; Part-time/evening courses; Buy books and work through the exercises,10:00 AM,C; C++; Java; JavaScript; Python; SQL,NA,NA,NA,Redis; PostgreSQL; SQLite,MongoDB,Android; iOS; Windows Desktop; Mac OS; Amazon Web Services (AWS),NA,Sublime Text; Vim; Android Studio; Eclipse; PyCharm,Turn on some music,Agile,Git,Once a day,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Customer satisfaction; On time/in budget; Revenue performance,Satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Satisfied,Satisfied,NA,NA,A lot of influence,NA,A lot of influence,NA,A lot of influence,A lot of influence,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9,Desktop,Several times,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Once or twice,Once or twice,Once or twice,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Male,A bachelor's degree,NA,Agree,Agree,Disagree,Disagree,NA,NA
9117,Professional developer,No,Belgium,No,Employed full-time,Master's degree,Computer science or software engineering,A few days each month,"1,000 to 4,999 employees",Government agency or public school/university,13 to 14 years,10 to 11 years,NA,Web developer,Full stack Web developer,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",1,More than 4 years ago,Important,Important,Somewhat important,Very important,Somewhat important,Very important,Important,Very important,Important,Important,Important,Very important,Somewhat important,Important,Somewhat important,Vacation/days off; Health benefits; Professional development sponsorship; Long-term leave; Remote options,Yes,LinkedIn,I was just giving it a regular update,An external recruiter or headhunter,Not very important,Somewhat important,Important,Not very important,Somewhat important,Somewhat important,Somewhat important,Not very important,Not very important,Somewhat important,NA,NA,Both,Important,Online course; On-the-job training; Self-taught; Hackathon; Open source contributions,Official documentation; Trade book,NA,NA,6:00 AM,C#; F#; JavaScript; SQL; VB.NET,C#; F#; JavaScript; TypeScript,NA,React; .NET Core,SQL Server,SQL Server,NA,NA,Notepad++; Visual Studio; Visual Studio Code,Turn on some music,Agile; Scrum; Extreme; Pair; Domain-driven design,Git,Multiple times a day,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Bugs found; Customer satisfaction; Revenue performance; Peers' rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have created a CV or Developer Story on Stack Overflow,8,Desktop,Several times,Several times,Several times,Haven't done at all,Haven't done at all,Several times,Several times,Haven't done at all,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Male,A doctoral degree,White or of European descent,Agree,Agree,Disagree,Strongly agree,NA,NA
9118,Professional developer,No,Italy,No,Employed full-time,Master's degree,A social science,Never,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",2 to 3 years,1 to 2 years,NA,Web developer; Quality assurance engineer,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Somewhat agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Somewhat agree,Agree,Disagree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euros (€),Somewhat underpaid,Tabs,Not very important,Online course; On-the-job training,NA,NA,Get a job as a QA tester; Take online courses; Part-time/evening courses; Buy books and work through the exercises,10:00 AM,Java,Go; Python; Ruby; Scala,NA,NA,MySQL,MongoDB,Mac OS,Linux Desktop; Serverless; Salesforce,Sublime Text; Eclipse,Turn on some music,Agile; Scrum; Kanban,Git,Just a few times over the year,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Customer satisfaction; On time/in budget; Revenue performance; Peers' rating,Satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Not much influence,No influence at all,Not much influence,Not much influence,Some influence,Not much influence,Not much influence,Not much influence,No influence at all,No influence at all,Some influence,I have created a CV or Developer Story on Stack Overflow,8,Desktop,At least once each week,Once or twice,Several times,Several times,At least once each week,Once or twice,Haven't done at all,Once or twice,Agree,Disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Male,A master's degree,White or of European descent,Agree,Agree,Strongly disagree,Strongly agree,21505.376344086,NA
9119,Professional developer,"Yes, I contribute to open source projects",Croatia,No,Employed full-time,Some college/university study without earning a bachelor's degree,Computer science or software engineering,Never,"5,000 to 9,999 employees","Privately-held limited company, not in startup mode",20 or more years,18 to 19 years,NA,Desktop applications developer; DevOps specialist,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I am not interested in new job opportunities,NA,More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retirement; Annual bonus; Vacation/days off; Private office; Meals,Yes,LinkedIn,I received bad news about the future of my company or depart,"A friend, family member, or former colleague told me",Important,Not very important,Somewhat important,Somewhat important,Not at all important,Not at all important,Not at all important,Not very important,Somewhat important,Important,NA,NA,Spaces,Not very important,Bootcamp; On-the-job training; Self-taught; Coding competition; Open source contributions,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Friends network; Built-in help,I already had a job as a developer when I started the program,NA,10:00 AM,C++; Python,C++; Python; Rust,NA,NA,NA,NA,Linux Desktop,Linux Desktop,Emacs,Keep the room absolutely quiet,Agile; Scrum; Pair; Kanban,Git,Multiple times a day,Strongly disagree,Agree,Somewhat agree,Disagree,Strongly agree,Disagree,Agree,Customer satisfaction; Benchmarked product performance; On time/in budget; Manager's rating; Peers' rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9,Desktop; Android browser,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,At least once each week,Haven't done at all,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Male,A professional degree,White or of European descent,Strongly agree,Somewhat agree,Somewhat agree,Disagree,NA,NA
9120,Professional developer,"Yes, I program as a hobby",Ukraine,No,I prefer not to say,Master's degree,A non-computer-focused engineering discipline,NA,NA,NA,10 to 11 years,2 to 3 years,NA,Web developer,Full stack Web developer,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not actively looking, but I am open to new opportunities",1,Less than a year ago,Not very important,Important,Important,Somewhat important,Important,Somewhat important,Somewhat important,Not very important,Not very important,Somewhat important,Not very important,Important,Somewhat important,Not very important,Not very important,Stock options; Annual bonus; Professional development sponsorship; Expected work hours; Remote options,Yes,LinkedIn,I received bad news about the future of my company or depart,NA,Somewhat important,Important,Somewhat important,Not very important,Important,Not very important,Somewhat important,Important,Not very important,Important,NA,NA,Spaces,Important,Online course; Part-time/evening course; Self-taught,Official documentation; Trade book; Stack Overflow Q&A,NA,NA,9:00 AM,JavaScript; Python; TypeScript,C++; Java; JavaScript; Python; SQL,AngularJS; Node.js; Firebase,Node.js; React,MongoDB; MySQL; SQLite,MongoDB; Redis; MySQL; PostgreSQL; SQLite,Linux Desktop,Android; Linux Desktop; Arduino; Raspberry Pi,Atom; Sublime Text,Put on a movie or TV show,Waterfall; Agile; Scrum; Kanban,Git,A few times a week,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Commit frequency; Customer satisfaction; Self-rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9,Desktop,At least once each day,Several times,Haven't done at all,NA,Haven't done at all,Several times,NA,NA,Somewhat agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Male,"Some college/university study, no bachelor's degree",White or of European descent,Agree,Somewhat agree,Disagree,Agree,NA,NA
9121,Professional developer,No,Malaysia,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,Fewer than 10 employees,"Privately-held limited company, not in startup mode",6 to 7 years,2 to 3 years,NA,Web developer; Desktop applications developer,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Disagree,Agree,Somewhat agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",0,Between 1 and 2 years ago,Important,Not very important,Important,Not very important,Important,Somewhat important,Important,Important,Important,Very important,Not very important,Not very important,Somewhat important,Somewhat important,Not very important,Annual bonus; Vacation/days off; Long-term leave; Remote options,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Somewhat important,Self-taught,Official documentation; Stack Overflow Q&A,NA,NA,10:00 AM,C#; JavaScript; SQL,C#; JavaScript; Ruby; SQL,.NET Core,AngularJS; .NET Core,SQL Server; Oracle,NA,Windows Desktop,NA,Notepad++; Visual Studio,Turn on some music,Waterfall; Agile,Zip file back-ups,Never,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,On time/in budget,Satisfied,Satisfied,Satisfied,Somewhat satisfied,Satisfied,Satisfied,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,"I've visited Stack Overflow, but haven't logged in/created an account",9,Desktop; Android browser,At least once each day,At least once each day,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Disagree,Female,"Some college/university study, no bachelor's degree",NA,Agree,Somewhat agree,Somewhat agree,Agree,NA,NA
9122,Professional developer,No,Egypt,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,Government agency or public school/university,5 to 6 years,3 to 4 years,NA,Web developer; Mobile developer; Developer with a statistics or mathematics background,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I am actively looking for a job,4,Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9123,Professional developer,"Yes, I program as a hobby",Australia,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,Fewer than 10 employees,"Privately-held limited company, not in startup mode",20 or more years,20 or more years,NA,Web developer; Mobile developer; Desktop applications developer; Database administrator; DevOps specialist,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Agree,Strongly agree,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,I received bad news about the future of my company or depart,"A friend, family member, or former colleague told me",Important,Somewhat important,Very important,Not at all important,Not very important,Not very important,Not very important,Not very important,Not at all important,Important,Australian dollars (A$),Somewhat underpaid,Tabs,Important,Online course; Industry certification; On-the-job training; Self-taught,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Non-Stack online communities; Built-in help; Other,NA,Take online courses; Buy books and work through the exercises; Other,8:00 AM,C#; JavaScript; SQL; TypeScript,C#; CoffeeScript; JavaScript; SQL; TypeScript,.NET Core,AngularJS; Hadoop; .NET Core,Redis; SQL Server,Redis; SQL Server,Windows Desktop; Microsoft Azure,Windows Desktop; Microsoft Azure,Visual Studio,Turn on some music,Waterfall; Agile; Lean; Scrum; Extreme; Pair; Kanban; Domain-driven design,Team Foundation Server,Multiple times a day,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Customer satisfaction; On time/in budget; Peers' rating; Self-rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8,Desktop; iOS browser,At least once each week,NA,NA,NA,NA,Once or twice,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Male,High school,White or of European descent,Somewhat agree,Somewhat agree,Disagree,Agree,90909.0909090909,NA
