,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
15625,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,3.6,C++; Java; SQL; Visual Basic,Java; SQL,Other (please specify),8.0,Employed full-time,Software Products,100-499 employees,10-14 people,0,Never,I love my job,A friend referred me,Notepad++; Eclipse; NetBeans,A couple times a week,Other (please specify),Other (please specify),Windows 8,Yes,"1,001 - 5,000",Multiple times a day,Other (please specify),On-the-job training; Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Company financials; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Company reputation,Finding an open job that I'm qualified for,10%,,Star Wars,Agree completely,Neutral,Agree somewhat,Neutral,Agree somewhat,Disagree completely,Neutral,Neutral,Disagree somewhat,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Unrealistic expectations; Corporate policies; Outdated technologies; Changing requirements; Unspecific requirements; Limited resources; Trying to be nice,To get help for my job; To give help to others; whyso_onlinepresence; To discover new job opportunities; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
15685,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,35-39,37.0,Male,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$60,000 - $70,000",65000.0,3.6,Java; JavaScript; LAMP; MongoDB; Node.js; PHP; SQL,"Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; Node.js; SQL",Yes,9.0,Employed full-time,Web Services,20-99 employees,10-14 people,5,I rarely work remotely,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; NetBeans,Multiple times a day,1-2 hours per week,,Windows 7,Yes,"10,001+",Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Office location; Flexible work hours,,100%,,,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Disagree completely,Agree completely,Neutral,Neutral,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,Interacting with stupid people; Unspecific requirements,To get help for my job; To give help to others; whyso_onlinepresence; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
16004,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Male,Developer; Manager,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",11+ years,13.0,"$50,000 - $60,000",55000.0,3.6,Android; iOS; Java; Objective-C,Android; iOS; Java; Objective-C; Swift,Yes,9.0,Employed full-time,Finance / Banking,20-99 employees,10-14 people,1,Never,I'm somewhat dissatisfied with my job,A friend referred me,Android Studio; Eclipse; IntelliJ; Xcode,Multiple times a day,1-2 hours per week,Dogs,Mac OS X,I don't know,I'm not sure,Multiple times a day,To keep my skills up to date,B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Company reputation,Taking time off work to interview,Other (please specify),Show me more live code; Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Show me the space in which I will work,,Agree completely,Agree completely,Agree completely,Agree somewhat,Neutral,Neutral,Neutral,Neutral,Agree somewhat,Neutral,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,,
16046,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Female,Developer; Engineer; Programmer; Sr. Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$60,000 - $70,000",65000.0,3.6,Java; JavaScript; PHP; SQL,AngularJS; JavaScript; Node.js; PHP,No,8.0,Employed full-time,Software Products,20-99 employees,I am not on a team,"I am not on a ""team""",I rarely work remotely,I love my job,Contacted by company (in-house recruiter),Notepad++; Sublime; Eclipse; NetBeans,Multiple times a day,None,Dogs,Windows 10,Other (please specify),"501 - 1,000",Once a day,To keep my skills up to date,Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Work/life balance; Building something that's significant,Writing my CV and keeping it updated,90%,Show me more live code; Offer remote interviews (e.g. via video conference),,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Agree completely,Agree somewhat,Neutral,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Fragile code base; Changing requirements; Limited resources,To get help for my job; To give help to others; Beacause I love to learn
16051,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Male,Developer; Programmer; Full-stack Developer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,3.6,PHP,AngularJS; MongoDB; Node.js; Ruby,Yes,8.0,Employed full-time,Internet,20-99 employees,I am not on a team,"I am not on a ""team""",I rarely work remotely,I love my job,Career fair,Atom; Sublime; Vim,Multiple times a day,2-5 hours per week,Cats,Fedora,I don't know,I don't have an account,Multiple times a day,I'm curious,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Industry; Work/life balance; Building something that's significant,The interview process,10%,Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Disagree completely,Agree completely,Disagree completely,Disagree completely,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor infrastructure or equipment,To get help for my job
16077,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,25-29,27.0,Male,Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,3.6,JavaScript; Python; Ruby; SQL,Haskell; Ruby; Swift,Yes,7.0,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16212,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Male,Developer; Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$10,000 - $20,000",15000.0,3.6,Android; Java,Android; C++; Java,Yes,5.0,Employed full-time,Gaming,10-19 employees,1-4 people,2,I rarely work remotely,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Android Studio; Visual Studio,A couple times a week,1-2 hours per week,Dogs,Windows 10,I don't know,1,Once a week,I want to be a better developer,B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Quality of colleagues,Writing cover letters,10%,Show me more live code; interview_coffee; Show me the space in which I will work,Star Wars,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree completely,Disagree somewhat,Agree somewhat,Agree completely,Agree somewhat,Neutral,I don't care about this,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,Poor documentation; Outdated technologies; Unspecific requirements,To get help for my job; To receive help on my personal projects
16274,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,35-39,37.0,Male,Developer; Engineer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,,,3.6,AngularJS; C#; JavaScript; MongoDB; PHP; SQL,F#; ReactJS; Ruby,Yes,7.0,Employed full-time,Other (please specify),20-99 employees,10-14 people,0,Never,I'm somewhat satisfied with my job,Other,Notepad++; Sublime; Visual Studio; Visual Studio Code,Multiple times a day,10-20 hours per week,Dogs,Windows 8,Yes,101 - 500,Multiple times a day,I want to be a better developer,B.A. in Computer Science (or related field),,,,,,,,,,,,,,,,,,,,,,,,,,,,
16301,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,25-29,27.0,Male,Developer; Engineer; Programmer; Rockstar; Ninja,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$30,000 - $40,000",35000.0,3.6,C; iOS; Objective-C; Perl,C; iOS; Objective-C; Perl; Swift,Yes,9.0,Employed full-time,Gaming,10-19 employees,1-4 people,0,Never,I love my job,Contacted by external recruiter,Vim; Xcode,Multiple times a day,10-20 hours per week,Other (please specify),Mac OS X,Yes,2 - 100,Multiple times a day,I'm curious,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Building something that's significant; Flexible work hours; Building something that's innovative,Writing my CV and keeping it updated,90%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Agree somewhat,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,I don't care about this,Inefficient development processes; Fragile code base; Poor documentation; Outdated technologies,To get help for my job; To give help to others; Because I can't do my job without it; To receive help on my personal projects
16516,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,35-39,37.0,Male,Developer; Engineer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$40,000 - $50,000",45000.0,3.6,"AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; PHP; Redis; SQL; SQL Server; WordPress","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript",Yes,8.0,Self-employed,Web Services,1-4 employees,1-4 people,1,I rarely work remotely,I love my job,Self-employed - I created my own job,Atom; Visual Studio; Visual Studio Code,Multiple times a day,2-5 hours per week,Dogs,Windows 10,Yes,101 - 500,Multiple times a day,To keep my skills up to date,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field); B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Company reputation,Writing my CV and keeping it updated,50%,Be more flexible about interview scheduling,Star Wars,Agree completely,Agree somewhat,Agree completely,Neutral,Disagree completely,Neutral,Agree completely,Agree somewhat,Disagree completely,Disagree somewhat,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,Interacting with non-technical people; Interacting with stupid people; Changing requirements,To get help for my job; To give help to others
16567,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,< 20,16.0,Male,Developer; Programmer,other,,2 - 5 years,3.5,Unemployed,,3.6,Java,C++; C#; Java; JavaScript,Yes,7.0,Unemployed,,,,,,,,Notepad++; Eclipse; IntelliJ,A couple times a week,2-5 hours per week,Dogs,Windows 8,I don't know,I don't have an account,Once a day,I want to be a better developer,I'm self-taught,I am not interested in new job opportunities,Salary; Work/life balance; Quality of colleagues,Other (please specify),20%,,Star Trek,Agree somewhat,Neutral,Neutral,Agree somewhat,Neutral,Disagree completely,Neutral,Agree somewhat,Disagree somewhat,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,Inefficient development processes; Poor scheduling; Poor documentation,To receive help on my personal projects; Beacause I love to learn
16722,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,20-24,22.0,Female,Programmer,Student,Student,2 - 5 years,3.5,,,3.6,Android; C; C++; Java; SQL,Arduino / Raspberry Pi; Node.js; Spark; Swift,Yes,4.0,I'm a student,,,,,,,,Sublime; IntelliJ; PhpStorm,A few times a month,2-5 hours per week,Dogs,Ubuntu,Yes,2 - 100,Multiple times a day,I'm curious,"Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Work/life balance; Opportunity for advancement; Company culture,Writing cover letters,30%,Introduce me to the team; interview_coffee; Show me the space in which I will work,Star Wars,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree completely,Agree somewhat,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,Poor team dynamics; Poor documentation; Interacting with stupid people,Because I can't do my job without it; To discover new job opportunities; To receive help on my personal projects
17091,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,25-29,27.0,Male,Developer; Engineer,Embedded application developer,Embedded application developer,2 - 5 years,3.5,,,3.6,Arduino / Raspberry Pi; C; C++; Matlab; Python,"Android; Cloud (AWS, GAE, Azure, etc.); Dart; Swift",Yes,6.0,Employed full-time,Telecommunications,5-9 employees,1-4 people,1,I rarely work remotely,I'm somewhat dissatisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Android Studio; Eclipse; PyCharm,Multiple times a day,2-5 hours per week,,Ubuntu,Yes,2 - 100,Multiple times a day,I'm curious,On-the-job training; Some college coursework in Computer Science (or related field),I am actively looking for a new job,Salary; Industry; Company size; Company reputation; Flexible work hours,Writing cover letters,20%,Introduce me to the team; Fewer brainteasers,Star Wars,Agree completely,Neutral,Agree somewhat,Agree somewhat,Agree completely,Neutral,Neutral,Agree completely,Agree somewhat,Agree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,This is somewhat important,Poor team dynamics; Inefficient development processes; Poor scheduling; Unrealistic expectations; Changing requirements,To get help for my job; To receive help on my personal projects; Beacause I love to learn
17334,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,25-29,27.0,Male,Developer; Programmer; Rockstar; Ninja,Full-stack web developer,Full-stack web developer,1 - 2 years,1.5,"$10,000 - $20,000",15000.0,3.6,C; Java; JavaScript; SQL,Java; SQL,Yes,7.0,Employed full-time,Consulting,1-4 employees,1-4 people,1,I rarely work remotely,I'm neither satisfied nor dissatisfied,Facebook,Notepad++; IntelliJ; NetBeans,A couple times a week,2-5 hours per week,Other (please specify),Windows 7,Yes,2 - 100,Once a day,To keep my skills up to date,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Company reputation; Building something that's significant,Writing cover letters,Other (please specify),Offer remote interviews (e.g. via video conference); interview_coffee; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree somewhat,Neutral,Disagree somewhat,Agree somewhat,Neutral,Agree somewhat,Neutral,Agree somewhat,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor documentation; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Changing requirements; Unspecific requirements; Trying to be nice,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects
18023,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,< 20,16.0,Male,Developer; Programmer; Hacker,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1 - 2 years,1.5,"Less than $10,000",5000.0,3.6,Android; Cordova; Java; JavaScript; PHP,Android; Arduino / Raspberry Pi; iOS; Java; JavaScript; PHP; Visual Basic,No,7.0,Freelance / Contractor,I'm a student,10-19 employees,1-4 people,1,Full-time remote,I'm neither satisfied nor dissatisfied,A friend referred me,Sublime; Android Studio; Eclipse,A couple times a week,2-5 hours per week,Cats,Windows 10,Yes,I'm not sure,Once a week,To build a specific product I have in mind,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Opportunity for advancement; Job title; Building something that's significant; Flexible work hours; Building something that's innovative,Writing my CV and keeping it updated,40%,Show me more live code; Introduce me to the team; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree somewhat,Agree completely,Agree completely,Neutral,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,Poor scheduling; Interacting with non-technical people; Interacting with stupid people,To get help for my job; Because I can't do my job without it; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
18214,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Male,Developer; Programmer,Desktop developer,Desktop developer,2 - 5 years,3.5,"Less than $10,000",5000.0,3.6,C#; Visual Basic,C#,Yes,6.0,Employed full-time,Software Products,1-4 employees,1-4 people,0,Never,I love my job,Self-employed - I created my own job,Visual Studio,Once a day,10-20 hours per week,Dogs,Windows 10,I don't know,1,Multiple times a day,I want to be a better developer,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Company stage; Opportunity for advancement; Flexible work hours,Taking time off work to interview,0%,Show me more live code; Prepare me for who I will be speaking with,Star Wars; Star Trek,,,,,,,,,,,,,,,,,,,,,,
18262,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Prefer not to disclose,,Product manager,Product manager,Less than 1 year,0.5,"Less than $10,000",5000.0,3.6,SQL; WordPress,JavaScript; SQL,Yes,2.0,Self-employed,Software Products,I am not part of a company,I don't know,I'm not sure,Full-time remote,I love my job,Self-employed - I created my own job,Notepad++,A few times a month,Other (please specify),Dogs,Windows 8,Other (please specify),1,Once a month,I'm curious,I'm self-taught; Masters Degree in Computer Science (or related field),I am actively looking for a new job,Company culture; Company reputation; Flexible work hours,The interview process,20%,Offer remote interviews (e.g. via video conference); interview_coffee,,Neutral,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Disagree somewhat,Neutral,Agree somewhat,Neutral,Agree completely,I don't care about this,I don't care about this,This is somewhat important,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,Poor scheduling; Poor infrastructure or equipment; Unspecific requirements; Limited resources,To get help for my job; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
18834,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,35-39,37.0,Male,Developer; Engineer; Programmer; Sr. Developer; Expert,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$40,000 - $50,000",45000.0,3.6,JavaScript; PHP,JavaScript; PHP,No,9.0,Employed full-time,Internet,20-99 employees,5-9 people,2,Full-time remote,I love my job,A friend referred me,Eclipse,Multiple times a day,None,Cats,Mac OS X,I don't know,"5,001 - 10,000",Once a week,I learn new technology when my job requires it,On-the-job training; B.A. in Computer Science (or related field); B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Building something that's significant; Remote working option,Searching for a job that seems interesting,70%,Offer remote interviews (e.g. via video conference); interview_coffee; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Disagree completely,Agree completely,Disagree somewhat,Agree somewhat,Disagree completely,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,Unrealistic expectations; Limited resources,To get help for my job; To give help to others; To demonstrate that I'm good at what I do
18976,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,25-29,27.0,Male,Developer,Front-end web developer,Front-end web developer,Less than 1 year,0.5,,,3.6,JavaScript,AngularJS; C#; Cordova; JavaScript; MongoDB; Node.js; ReactJS,Other (please specify),5.0,Self-employed,I'm a student,,,,Full-time remote,I'm somewhat satisfied with my job,I don't have a job,Notepad++,A couple times a week,10-20 hours per week,Cats,Windows 7,Yes,1,Multiple times a day,To pursue career goals,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am actively looking for a new job,Work/life balance; Opportunity for advancement; Building something that's significant; Remote working option; Flexible work hours,Finding an open job that I'm qualified for,10%,Show me more live code; Offer remote interviews (e.g. via video conference); Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree completely,Agree completely,Agree somewhat,Neutral,Neutral,Agree somewhat,Neutral,Disagree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,Outdated technologies; Changing requirements; Unspecific requirements,To get help for my job; To receive help on my personal projects; Beacause I love to learn
19354,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,25-29,27.0,Male,Developer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,3.6,Java; JavaScript; SQL; WordPress,Arduino / Raspberry Pi; Swift,Yes,7.0,Employed full-time,Telecommunications,500-999 employees,5-9 people,2,Full-time remote,I'm neither satisfied nor dissatisfied,A friend referred me,Notepad++; IntelliJ; Xcode,Once a day,1-2 hours per week,Cats,Windows 7,Yes,I'm not sure,Multiple times a day,I'm curious,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Work/life balance; Quality of colleagues; Company culture,Writing my CV and keeping it updated,60%,Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Trek,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,Neutral,Disagree somewhat,Agree somewhat,Neutral,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is very important,I don't care about this,This is very important,Inefficient development processes; Unrealistic expectations; Non-technical management,To get help for my job
19612,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,25-29,27.0,Male,Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$30,000 - $40,000",35000.0,3.6,Android; Clojure; Go; Java; JavaScript; Python; SQL,Cassandra; Clojure; Scala,Yes,8.0,Employed full-time,Telecommunications,100-499 employees,5-9 people,0,I rarely work remotely,I'm somewhat dissatisfied with my job,A friend referred me,Vim; NetBeans,,10-20 hours per week,Dogs,Ubuntu,Yes,"1,001 - 5,000",Once a week,I'm curious,I'm self-taught,I am actively looking for a new job,Work/life balance,The interview process,50%,Fewer brainteasers,Star Wars,Disagree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Neutral,Disagree completely,Agree completely,Agree somewhat,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,This is very important,Inefficient development processes; Outdated technologies; Interacting with non-technical people,Beacause I love to learn
19643,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,30-34,32.0,Male,Developer; Manager,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$40,000 - $50,000",45000.0,3.6,Java,Clojure; Hadoop; JavaScript; MongoDB; Node.js; Python; R; ReactJS; Ruby; SQL,Yes,3.0,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19810,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,35-39,37.0,Male,Developer; Engineer; Programmer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,3.6,Ruby; SQL,Java; Ruby; SQL,No,7.0,Employed full-time,Education,"1,000-4,999 employees",10-14 people,0,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,Vim; Eclipse; NetBeans; PhpStorm; RubyMine,Multiple times a day,5-10 hours per week,Cats,Ubuntu,Yes,"10,001+",Multiple times a day,I want to be a better developer,B.S. in Computer Science (or related field); PhD in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Quality of colleagues; Building something that's significant,The interview process,10%,Show me more live code; Introduce me to the boss; interview_coffee,Star Trek,Agree completely,Neutral,Agree somewhat,Neutral,Agree somewhat,Disagree somewhat,Neutral,Neutral,Disagree somewhat,Disagree completely,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,Poor documentation; Corporate policies,To get help for my job; To give help to others; Because I can't do my job without it; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
20052,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,40-49,44.5,Male,Developer; Programmer,,,11+ years,13.0,,,3.6,C#; JavaScript; SQL; SQL Server,,Yes,10.0,Unemployed,,,,,,,,Notepad++; Visual Studio,Multiple times a day,20+ hours per week,Cats,Windows 7,Yes,"1,001 - 5,000",,I learn new technology when my job requires it,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Company culture,,,,Star Wars; Star Trek,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Disagree completely,Neutral,Neutral,Neutral,Agree completely,I don't care about this,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,Corporate policies; Non-technical management,To get help for my job; To give help to others
20369,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,20-24,22.0,Female,Developer,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20444,Meta Stack Overflow Post,Greece,Southern Europe,Western Europe,40-49,44.5,Male,Engineer; Sr. Developer; Expert; Full-stack Developer,Engineering manager,Engineering manager,11+ years,13.0,"$70,000 - $80,000",75000.0,3.6,Java; JavaScript; SQL,AngularJS; JavaScript; Node.js,No,10.0,Employed full-time,Finance / Banking,20-99 employees,5-9 people,0,I rarely work remotely,I love my job,Contacted by company (in-house recruiter),Notepad++; IntelliJ,Multiple times a day,None,Dogs,Ubuntu,Yes,I'm not sure,Once a week,To keep my skills up to date,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field); B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field); PhD in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Company financials; Work/life balance; Opportunity for advancement; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Writing cover letters,100%,Be more flexible about interview scheduling; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Trek,,,,,,,,,,,,,,,,,,,,,,
