,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
55312,Meta Stack Overflow Post,Canada,North America,North America,50-59,54.5,Male,Developer; Programmer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"Less than $10,000",5000.0,4.14,Android; C++; Java; LAMP; PHP; SQL,Android; Arduino / Raspberry Pi; C++; Java; JavaScript; LAMP; Node.js; PHP; Python; SQL,Yes,,Unemployed,,,,,,,,Android Studio; Eclipse; NetBeans,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",5-10 hours per week,Cats,Ubuntu,Yes,"1,001 - 5,000",Multiple times a day,I'm curious,I'm self-taught; On-the-job training; Part-time program (e.g. night school); Industry certification program; B.S. in Computer Science (or related field),I am actively looking for a new job,Tech stack; Flexible work hours; Building something that's innovative,Finding time to search for a job,,Introduce me to the team; interview_coffee; Show me the space in which I will work,,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Agree somewhat,Neutral,Agree somewhat,Agree completely,Agree somewhat,This is very important,I don't care about this,I don't care about this,This is very important,This is very important,This is very important,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,Outdated technologies; Non-technical management; Unspecific requirements,To give help to others; whyso_onlinepresence; To discover new job opportunities; Beacause I love to learn
55327,Meta Stack Overflow Post,Canada,North America,North America,50-59,54.5,Male,Developer; Programmer; Sr. Developer; Expert,Database administrator,Database administrator,11+ years,13.0,"Less than $10,000",5000.0,4.14,C++; SQL; SQL Server; Visual Basic,C; C#; SQL; SQL Server; Visual Basic,Yes,,Freelance / Contractor,Government,1-4 employees,1-4 people,"I am not on a ""team""",Full-time remote,I love my job,Self-employed - I created my own job,Notepad++; Visual Studio; Visual Studio Code,Multiple times a day,20+ hours per week,Dogs,Windows 7,I don't know,"10,001+",Multiple times a day,I want to be a better developer,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Building something that's significant; Building something that's innovative,Writing my CV and keeping it updated,,Offer remote interviews (e.g. via video conference); Introduce me to the team,Star Wars; Star Trek,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,Poor team dynamics; Inefficient development processes; Interacting with stupid people,To give help to others; To demonstrate that I'm good at what I do; To communicate with others like me; Beacause I love to learn
55355,Meta Stack Overflow Post,Canada,North America,North America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar,Engineering manager,Engineering manager,11+ years,13.0,"$110,000 - $120,000",115000.0,4.14,Clojure; Java; JavaScript; PHP; SQL,Clojure; F#; Go; Haskell; Java; JavaScript; Node.js; ReactJS; Redis,Yes,,Employed full-time,Software Products,20-99 employees,5-9 people,2,I rarely work remotely,I'm neither satisfied nor dissatisfied,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",IntelliJ,Multiple times a day,20+ hours per week,Dogs,Mac OS X,Yes,"1,001 - 5,000",Multiple times a day,I want to be a better developer,B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Equity; Ability to make or influence important decisions; Health insurance; Tech stack; Company size; Company stage; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Searching for a job that seems interesting,,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the team; Fewer brainteasers,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Disagree somewhat,Agree somewhat,Agree completely,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor team dynamics; Fragile code base; Outdated technologies,To give help to others; whyso_onlinepresence; To demonstrate that I'm good at what I do; To communicate with others like me; Beacause I love to learn
55364,Meta Stack Overflow Post,Canada,North America,North America,20-24,22.0,Male,Developer; Engineer; Programmer; Ninja; Full-stack Developer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,Rather not say,,4.14,C#; JavaScript; LAMP; Node.js; PHP; Python; Redis; SQL,C#; JavaScript; LAMP; Node.js; Python,Yes,,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55378,Meta Stack Overflow Post,Canada,North America,North America,25-29,27.0,Male,Sr. Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$60,000 - $70,000",65000.0,4.14,AngularJS; C#; JavaScript; LAMP; PHP; Python; Salesforce; SharePoint; SQL Server,MongoDB; Node.js; Rust,Yes,,Employed full-time,Education,100-499 employees,5-9 people,2,Never,I'm somewhat satisfied with my job,A friend referred me,Atom; Notepad++; Eclipse; Visual Studio; Xcode,Multiple times a day,5-10 hours per week,Dogs,Windows 7,Yes,101 - 500,Once a day,I'm curious,I'm self-taught; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Tech stack; Quality of colleagues; Company culture; Company reputation; Remote working option; Flexible work hours,The interview process,,Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team; interview_coffee,Star Trek,Agree somewhat,Agree completely,Agree completely,Neutral,Agree completely,Agree somewhat,Agree completely,Agree completely,Neutral,Agree completely,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,Poor scheduling; Unrealistic expectations; Corporate policies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Changing requirements; Unspecific requirements; Limited resources,To get help for my job
55416,Meta Stack Overflow Post,Canada,North America,North America,40-49,44.5,Male,Developer; Programmer; Sr. Developer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",11+ years,13.0,Rather not say,,4.14,Android; AngularJS; iOS; Java; JavaScript; MongoDB; Node.js; Objective-C; Ruby; Swift,Swift,Yes,,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,,I rarely work remotely,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Sublime; Android Studio; Xcode,Multiple times a day,5-10 hours per week,Dogs,Mac OS X,Yes,1,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Part-time program (e.g. night school); Some college coursework in Computer Science (or related field)",I am not interested in new job opportunities,Salary; Equity; Ability to make or influence important decisions; Health insurance; Tech stack; Company size; Company stage; Company financials; Work/life balance; Opportunity for advancement; Job title; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Searching for a job that seems interesting,,Introduce me to the team; Fewer brainteasers,Star Wars,Neutral,Agree somewhat,Agree completely,Disagree somewhat,Neutral,Agree somewhat,Neutral,Agree somewhat,Neutral,Disagree completely,I don't care about this,This is very important,I don't care about this,This is somewhat important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor team dynamics; Inefficient development processes; Fragile code base; Unrealistic expectations; Non-technical management; Unspecific requirements,To get help for my job; Because I can't do my job without it
55449,Meta Stack Overflow Post,Canada,North America,North America,40-49,44.5,Male,Developer; Programmer; Sr. Developer; Manager; Guru; Expert; Full-stack Developer,Enterprise level services developer,Enterprise level services developer,11+ years,13.0,"$100,000 - $110,000",105000.0,4.14,C; C++; Java; Python; SQL,C; C++; Java; JavaScript; Python; Rust; SQL; Visual Basic,No,,Freelance / Contractor,Consulting,1-4 employees,1-4 people,1,Full-time remote,I love my job,Contacted by external recruiter,Emacs; Vim; Eclipse; IPython / Jupyter; NetBeans; PyCharm; Visual Studio; Xcode,Multiple times a day,20+ hours per week,Dogs,Windows 10,Yes,"5,001 - 10,000",Multiple times a day,To keep my skills up to date,B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Work/life balance; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours,Writing cover letters,,Introduce me to the team; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Neutral,Agree completely,Disagree completely,Neutral,Agree completely,Agree somewhat,Agree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,Inefficient development processes; Fragile code base; Unrealistic expectations; Poor documentation; Non-technical management; Changing requirements; Unspecific requirements,To give help to others; To demonstrate that I'm good at what I do; To communicate with others like me; Beacause I love to learn
55459,Meta Stack Overflow Post,Canada,North America,North America,40-49,44.5,Male,Developer; Programmer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$40,000 - $50,000",45000.0,4.14,Java; Python; SQL; SQL Server,"Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; SQL; SQL Server",Other (please specify),,Employed full-time,Software Products,10-19 employees,1-4 people,0,I rarely work remotely,I love my job,A friend referred me,Emacs; Notepad++; Eclipse; IntelliJ,Multiple times a day,1-2 hours per week,Dogs,Mac OS X,I don't know,1,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)",I am not interested in new job opportunities,Work/life balance; Company culture; Building something that's significant,Finding an open job that I'm qualified for,,Introduce me to the team; interview_coffee,,Agree somewhat,,Agree somewhat,Agree completely,Neutral,Disagree somewhat,Agree completely,Neutral,Disagree somewhat,Neutral,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,I don't care about this,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,,To get help for my job; Because I can't do my job without it; Beacause I love to learn
55473,Meta Stack Overflow Post,Canada,North America,North America,40-49,44.5,Male,Developer; Engineer; Programmer; Full-stack Developer,DevOps,DevOps,11+ years,13.0,"$100,000 - $110,000",105000.0,4.14,"Cloud (AWS, GAE, Azure, etc.); MongoDB; Python; Ruby; Scala","Cloud (AWS, GAE, Azure, etc.); MongoDB; Ruby",Other (please specify),,Employed full-time,Software Products,"1,000-4,999 employees",1-4 people,0,Full-time remote,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Sublime; Vim,Multiple times a day,1-2 hours per week,Other (please specify),Mac OS X,Yes,2 - 100,Multiple times a day,I want to be a better developer,"I'm self-taught; Full-time, intensive program (e.g. ""boot-camp"")",I am not interested in new job opportunities,Salary; Quality of colleagues; Remote working option,The interview process,,Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team,,Agree somewhat,Agree somewhat,Agree completely,Neutral,Agree completely,Disagree somewhat,Agree completely,Neutral,Disagree completely,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,I don't care about this,I don't care about this,This is very important,This is very important,Non-technical management; Interacting with non-technical people; Trying to be nice,To get help for my job; Beacause I love to learn
55482,Meta Stack Overflow Post,Canada,North America,North America,25-29,27.0,Male,Developer; Engineer; Programmer; Manager; Full-stack Developer; Full Stack Overflow Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$50,000 - $60,000",55000.0,4.14,Android; C++; JavaScript; Python,,Yes,,Employed full-time,Web Services,500-999 employees,5-9 people,1,I rarely work remotely,I love my job,Stack Overflow,Vim; Visual Studio,Multiple times a day,2-5 hours per week,Dogs,Ubuntu,Yes,"5,001 - 10,000",Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Company culture,Writing my CV and keeping it updated,,Show me more live code; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree completely,Agree completely,Disagree somewhat,Agree completely,Disagree completely,Agree somewhat,Agree somewhat,Neutral,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Unrealistic expectations; Corporate policies; Interacting with non-technical people,To get help for my job; To give help to others; Because I can't do my job without it; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects
55486,Meta Stack Overflow Post,Canada,North America,North America,35-39,37.0,Female,Developer; Programmer,Full-stack web developer,Full-stack web developer,11+ years,13.0,,,4.14,Haskell,,Yes,,Unemployed,,,,,,,,Sublime,Multiple times a day,10-20 hours per week,Dogs,Windows 7,Other (please specify),"10,001+",Multiple times a day,To build a specific product I have in mind,I'm self-taught,I am actively looking for a new job,Tech stack; Building something that's significant; Remote working option,Finding an open job that I'm qualified for,,Show me more live code; Introduce me to the team,Star Trek,Agree completely,Agree completely,Agree completely,Agree somewhat,Disagree completely,Disagree completely,Neutral,Disagree completely,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,,This is somewhat important,This is very important,I don't care about this,I don't care about this,This is very important,This is somewhat important,Non-technical management; Changing requirements; Unspecific requirements,To demonstrate that I'm good at what I do
55494,Meta Stack Overflow Post,Canada,North America,North America,25-29,27.0,Male,Engineer,Analyst,Analyst,11+ years,13.0,"$70,000 - $80,000",75000.0,4.14,"Cloud (AWS, GAE, Azure, etc.); Java; SQL","Android; Cloud (AWS, GAE, Azure, etc.); iOS; Java; SQL",Other (please specify),,Employed full-time,Manufacturing,"10,000+ employees",5-9 people,0,Never,I'm somewhat satisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; Eclipse,Once a day,10-20 hours per week,Cats,Windows 7,Yes,"10,001+",Multiple times a day,To build a specific product I have in mind,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Flexible work hours,Finding an open job that I'm qualified for,,Be more flexible about interview scheduling; Introduce me to the boss; Fewer brainteasers,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Disagree completely,Disagree somewhat,Agree somewhat,Agree completely,Agree somewhat,Neutral,I don't care about this,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,I don't care about this,This is very important,Unrealistic expectations; Changing requirements; Unspecific requirements,To get help for my job; To give help to others; To receive help on my personal projects
55497,Meta Stack Overflow Post,Canada,North America,North America,20-24,22.0,Male,Developer; Engineer; Rockstar; Ninja; Guru; Expert,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$50,000 - $60,000",55000.0,4.14,Android; AngularJS; Cordova; iOS; Java; JavaScript; Objective-C; PHP; Ruby; SQL; Swift; WordPress,Android; C; iOS; JavaScript; Ruby; Swift,Yes,,Employed full-time,Web Services,1-4 employees,1-4 people,0,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,TextMate; Vim; Xcode,Multiple times a day,5-10 hours per week,Cats,Mac OS X,Other (please specify),"1,001 - 5,000",Multiple times a day,To build a specific product I have in mind,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Work/life balance; Opportunity for advancement,Writing my CV and keeping it updated,,Introduce me to the team; interview_coffee; Show me the space in which I will work,Star Wars; Star Trek,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree completely,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,Fragile code base; Unrealistic expectations; Limited resources,To get help for my job; To give help to others; whyso_onlinepresence; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
55521,Meta Stack Overflow Post,Canada,North America,North America,35-39,37.0,Male,Developer; Engineer; Programmer,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55530,Meta Stack Overflow Post,Canada,North America,North America,25-29,27.0,Male,Developer; Engineer; Programmer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",6 - 10 years,8.0,"$50,000 - $60,000",55000.0,4.14,Android; C; C++; iOS; Java; Objective-C; Python,C++; Python,Other (please specify),,Employed full-time,Finance / Banking,5-9 employees,5-9 people,1,Never,I hate my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Android Studio; Visual Studio; Xcode,Multiple times a day,20+ hours per week,Dogs,Windows 10,Yes,"1,001 - 5,000",Once a day,I want to be a better developer,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),I am actively looking for a new job,,The interview process,,Show me more live code; Fewer brainteasers; Prepare me for who I will be speaking with,,Disagree somewhat,Agree completely,Agree somewhat,Neutral,Agree completely,Agree somewhat,Disagree somewhat,Agree completely,Agree completely,Agree completely,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Fragile code base; Poor documentation; Outdated technologies,To give help to others; To receive help on my personal projects; Beacause I love to learn
55534,Meta Stack Overflow Post,Canada,North America,North America,20-24,22.0,Male,Developer; Programmer; Rockstar; Ninja; Guru; Expert; Full-stack Developer,System administrator,System administrator,2 - 5 years,3.5,"$30,000 - $40,000",35000.0,4.14,Arduino / Raspberry Pi; JavaScript; PHP; SQL; SQL Server,"C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; Python",Yes,,Employed full-time,Other (please specify),20-99 employees,5-9 people,0,Never,I love my job,Career fair,Sublime; Vim,A couple times a week,1-2 hours per week,Dogs,Windows 10,No,2 - 100,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)",I am not interested in new job opportunities,Salary; Work/life balance; Job title,Writing cover letters,,Show me more live code; Show me the space in which I will work; Fewer brainteasers,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,I don't care about this,I don't care about this,Unrealistic expectations; Corporate policies; Interacting with stupid people,To get help for my job; To give help to others; To receive help on my personal projects
55539,Meta Stack Overflow Post,Canada,North America,North America,30-34,32.0,Male,Developer; Programmer; Full-stack Developer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$70,000 - $80,000",75000.0,4.14,Arduino / Raspberry Pi; AngularJS; CoffeeScript; JavaScript; MongoDB; Python; Ruby,Objective-C; Swift,Yes,,Employed full-time,Education,20-99 employees,5-9 people,1,I rarely work remotely,I'm somewhat dissatisfied with my job,A friend referred me,Sublime; Vim,Multiple times a day,10-20 hours per week,Dogs,Mac OS X,Yes,101 - 500,Multiple times a day,To build a specific product I have in mind,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)",I am actively looking for a new job,Salary; Work/life balance; Building something that's significant,Other (please specify),,Show me more live code; Fewer brainteasers; Prepare me for who I will be speaking with,Star Trek,Disagree somewhat,Agree somewhat,Agree completely,Neutral,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Inefficient development processes; Fragile code base; Poor documentation; Interacting with non-technical people; Unspecific requirements,To get help for my job; To give help to others; whyso_onlinepresence; To discover new job opportunities; To receive help on my personal projects; Beacause I love to learn
55571,Meta Stack Overflow Post,Canada,North America,North America,< 20,16.0,Other,Programmer; Rockstar,Student,Student,2 - 5 years,3.5,"Less than $10,000",5000.0,4.14,Python,Python,No,,I'm a student,,,,,,,,Notepad++,A few times a month,2-5 hours per week,Cats,Other Linux,Yes,101 - 500,Once a day,I'm curious,I'm self-taught,I am not interested in new job opportunities,Salary; Work/life balance; Company culture,The interview process,,Show me more live code; Show me the space in which I will work; Fewer brainteasers,Star Trek,Neutral,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Neutral,Agree somewhat,Disagree somewhat,Disagree completely,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,I don't care about this,Unrealistic expectations; Changing requirements; Unspecific requirements,Beacause I love to learn; I don't really use Stack Overflow. I just take surveys.
55580,Meta Stack Overflow Post,Canada,North America,North America,> 60,65.0,Male,Developer,Front-end web developer,Front-end web developer,11+ years,13.0,"$100,000 - $110,000",105000.0,4.14,JavaScript; WordPress,JavaScript,Yes,,Retired,,,,,,,,,Once a day,10-20 hours per week,Dogs,Windows 10,Yes,I don't have an account,Once a month,To build a specific product I have in mind,I'm self-taught; B.S. in Computer Science (or related field),I am not interested in new job opportunities,,,,,Star Trek,,,,,,,,,,,,,,,,,,,,,,
55582,Meta Stack Overflow Post,Canada,North America,North America,20-24,22.0,Male,Developer; Engineer; Programmer,Student,Student,6 - 10 years,8.0,"$30,000 - $40,000",35000.0,4.14,C; C#; Java; Matlab; Python,C; JavaScript; Python,Other (please specify),,I'm a student,,,,,,,,Emacs; Notepad++; Vim; Eclipse; Visual Studio,Multiple times a day,5-10 hours per week,Other (please specify),Windows 7,Yes,I don't have an account,Multiple times a day,I'm curious,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Work/life balance; Quality of colleagues; Company culture; Building something that's significant; Building something that's innovative,Finding time to search for a job,,Show me more live code; Be more flexible about interview scheduling; Introduce me to the team,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Neutral,Neutral,Disagree somewhat,Neutral,I don't care about this,This is very important,I don't care about this,This is very important,This is very important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Inefficient development processes; Fragile code base; Unrealistic expectations; Poor documentation; Changing requirements; Unspecific requirements; Limited resources,To get help for my job; Beacause I love to learn; I don't really use Stack Overflow. I just take surveys.
55593,Meta Stack Overflow Post,Canada,North America,North America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Guru; Expert,other,,11+ years,13.0,"$50,000 - $60,000",55000.0,4.14,Android; Arduino / Raspberry Pi; C; C++; Java; Matlab; Python,Go; R; Rust; Swift,Other (please specify),,Employed full-time,Consumer Products,10-19 employees,5-9 people,1,Part-time remote,I'm somewhat satisfied with my job,A friend referred me,Sublime; Android Studio; IPython / Jupyter,Multiple times a day,5-10 hours per week,Other (please specify),Mac OS X,Yes,"10,001+",Multiple times a day,To keep my skills up to date,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field); PhD in Computer Science (or related field)",I am actively looking for a new job,Health insurance; Remote working option; Flexible work hours,Interesting companies rarely respond to me,,Introduce me to the boss; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars; Star Trek,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Neutral,Disagree somewhat,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,Inefficient development processes; Unrealistic expectations; Unspecific requirements,To get help for my job; To give help to others; Because I can't do my job without it; whyso_onlinepresence; To discover new job opportunities; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
55633,Meta Stack Overflow Post,Canada,North America,North America,20-24,22.0,Male,Developer; Engineer; Programmer; Ninja; Full Stack Overflow Developer,Desktop developer,Desktop developer,6 - 10 years,8.0,"$30,000 - $40,000",35000.0,4.14,Arduino / Raspberry Pi; C#; R; SQL,C#; Go; Haskell; R; SQL; Swift,Other (please specify),,Employed full-time,Government,"5,000-9,999 employees",10-14 people,4,Never,I'm somewhat satisfied with my job,Other,Notepad++; Visual Studio; Xamarin,A few times a month,1-2 hours per week,Other (please specify),Mint,Yes,"1,001 - 5,000",Multiple times a day,To build a specific product I have in mind,,I am not interested in new job opportunities,Salary; Work/life balance; Quality of colleagues,Writing cover letters,,interview_coffee,Star Trek,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Disagree completely,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Poor scheduling; Poor documentation; Poor infrastructure or equipment,To get help for my job; To give help to others; whyso_onlinepresence; Beacause I love to learn
55675,Meta Stack Overflow Post,Canada,North America,North America,< 20,16.0,Prefer not to disclose,Ninja,Student,Student,Less than 1 year,0.5,,,4.14,Java; Python,Java; Python; Swift,Other (please specify),,I'm a student,,,,,,,,PyCharm; Xcode,I never check-in or commit code,1-2 hours per week,Dogs,Mac OS X,I don't know,"1,001 - 5,000",Multiple times a day,I'm curious,I'm self-taught,,,,,,Star Wars; Star Trek,,Neutral,Agree somewhat,,Disagree completely,Disagree completely,,Neutral,,,,,,,,,,,,,Unrealistic expectations; Poor documentation; Interacting with stupid people,To give help to others; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
55676,Meta Stack Overflow Post,Canada,North America,North America,35-39,37.0,Male,Developer; Programmer; Sr. Developer,Desktop developer,Desktop developer,11+ years,13.0,"$60,000 - $70,000",65000.0,4.14,Java; SQL,Java; JavaScript; Python,No,,Employed full-time,Telecommunications,1-4 employees,1-4 people,0,Never,I'm somewhat satisfied with my job,Contacted by external recruiter,NetBeans,Once a day,None,,Ubuntu,Yes,2 - 100,Once a week,I want to be a better developer,B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Equity; Quality of colleagues,The interview process,,Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team,,Agree somewhat,Agree somewhat,Agree somewhat,Neutral,Disagree completely,Disagree completely,Agree somewhat,Neutral,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,Fragile code base,Because I can't do my job without it
