France,30-34,Male,Spaces,6 - 10 years,Quality Assurance,Debian,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,"bash, groovy",,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,bash,No formal training; I'm self-taught,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),PhD in Computer Science (or related field),,"$20,000 - $40,000",30000,Employed full-time,Finance / Banking,I'm neither satisfied nor dissatisfied with my job,I have no say in purchasing what I need or want at work,Never,No,I am open to new job opportunities,Salary,,,,,,,,Work/life balance,,,,,,,,,Flexible work hours,Neutral - I don't mind working in the office or remotely,Finding time to job search,,Searching for a job that seems interesting,,,,The interview process,Rarely,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Tolerate,I don't have an account,I don't have an account,I don't have an account,Message is personalized,,,,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,,,,,,,,Tolerate,Tolerate,Great,Great,Great,,Be more flexible about interview scheduling,,,,,,,Prepare me for who I will be speaking with,No spam from recruiters,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,Because the jobs ads are right there on Stack Overflow,,2,1-2 hours per week,Multipleætimes a day,Emacs,,Dark,,,SVN,,,,,,,,,Mercurial,,To get help for my job,To give help to others,,,,,,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,
Ireland {Republic},30-34,Male,Tabs,2 - 5 years,Quality Assurance,Windows 7,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,On-the-job training,,,,,,,,,,Rather not say,Rather not say,Employed full-time,Finance / Banking,I'm somewhat satisfied with my job,I have no say in purchasing what I need or want at work,Never,Yes,,,,,,,,,,,Opportunity for advancement,,,,,,Building something that matters,,Flexible work hours,Somewhat important,,,Searching for a job that seems interesting,,,,,Rarely,"Please, make the recruiter spamŒæstop",,,,,Tolerate,Tolerate,,,,,Team I would be working with isædescribed,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,,Company name,,Office location,Job title,,,Great,,,Tolerate,,,,Offer remote interviews (ie. via video conference),,Introduce me to the team,,Show me the space in which I will work,,,,,,,,,1,1-2 hours per week,Very rarely,NotePad++,,Light,,,SVN,,Perforce,,,,,,,Perforce,,To get help for my job,To give help to others,,,,,,,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,
Italy,35-39,Male,Spaces,6 - 10 years,Quality Assurance,Windows 7,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,,Android,,,,,,C#,,,,,,,F#,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,Erlang,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,,,,,,"$20,000 - $40,000",30000,Employed full-time,Finance / Banking,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,No,I am open to new job opportunities,,,,,,,,,Work/life balance,,,Office location,,Company culture,,,,,Neutral - I don't mind working in the office or remotely,,,,,Writing my CV and keeping it updated,Taking time off work to interview,,About once a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,Great,I don't have an account,Great,Great,Hate,Hate,,,Stack Overflow activity is mentioned,Team I would be working with isædescribed,,Salary information is provided,,,Salary,,,,Office location,,People I would be working with,,Tolerate,Great,Great,Great,Great,,,,,Introduce me to the team,,Show me the space in which I will work,,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,,,1,2-5 hours per week,Once a day,NotePad++,,Dark,,,SVN,,,,,,,,,SVN,,To get help for my job,To give help to others,,,,,,,,Sometimes,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,
New Zealand,25-29,Male,Spaces,2 - 5 years,Quality Assurance,Other Linux,,,,,C,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,Visual Basic,,,,Android,,,C,C++,,C#,,,,,,,,,,Haskell,,,JavaScript,,,,Node.js,Objective-C,,,Python,,,,,,,,,SQL,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$20,000 - $40,000",30000,Employed full-time,Finance / Banking,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,30-34,Female,It depends,1 - 2 years,Quality Assurance,Fedora,,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,Groovy,,,AngularJS,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,Groovy,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$20,000 - $40,000",30000,Employed full-time,Finance / Banking,I love my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,Yes,I am not interested in other job opportunities,,,,,,Tech stack,,,,Opportunity for advancement,,,Quality of colleagues,,,,,,Not important,,,Searching for a job that seems interesting,,,Taking time off work to interview,The interview process,About once a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Tolerate,Great,I don't have an account,Hate,Tolerate,Hate,Hate,,,,Team I would be working with isædescribed,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,,Company name,Tech stack,Office location,,People I would be working with,,Tolerate,Tolerate,Great,Great,Great,Show meæmore live code,,,Introduce me to the boss,,,,Fewer brainteasers,,,,,,,Other,2,2-5 hours per week,Multipleætimes a day,NotePad++,IntelliJIdea is the best!,Light,Git,,,,,,,,,,,Git,,To get help for my job,To give help to others,Because I can't do my job without it,To maintain an online presence,,,,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,,,,"I don't answer much (or at all), but I want to answer more"
Russian Federation,25-29,Male,Tabs,2 - 5 years,Quality Assurance,Windows 7,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,Groovy,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,Employed full-time,Finance / Banking,I hate my job,I have no say in purchasing what I need or want at work,Never,No,I am open to new job opportunities,,,,,,Tech stack,,,,,,,Quality of colleagues,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,Interesting companies rarely respond,,,,Never,I wish more recruiters contacted me!,Great,Great,Great,Great,Great,Great,Great,Message is personalized,,,Team I would be working with isædescribed,,Salary information is provided,,,,,,Tech stack,,,People I would be working with,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Tolerate,Tolerate,Show meæmore live code,,,,Introduce me to the team,,Show me the space in which I will work,,,,,,,,,1,1-2 hours per week,Multipleætimes a day,NotePad++,,Light,Git,,SVN,,,,,,,,,Git,,To get help for my job,To give help to others,,,,,,,,Usually,,,,,,,"I don't answer much (or at all), and I don't want to",
Russian Federation,20-24,Male,Tabs,2 - 5 years,Quality Assurance,Other Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,SQL,,,,,,,Android,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Employed full-time,Finance / Banking,I'm somewhat dissatisfied with my job,I have no say in purchasing what I need or want at work,Never,Yes,I am open to new job opportunities,Salary,,Ability to make or influence important decisions,,,,,,,,,,,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,Interesting companies rarely respond,,,The interview process,A few times a week,I wish more recruiters contacted me!,Tolerate,I don't have an account,I don't have an account,Tolerate,I don't have an account,I don't have an account,I don't have an account,Message is personalized,,,Team I would be working with isædescribed,,,Benefits / perks of the work environment are described,,Salary,,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Tolerate,Great,Show meæmore live code,,,,,,,Fewer brainteasers,Prepare me for who I will be speaking with,,,,,,,1,2-5 hours per week,Once a day,,Geany,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
Serbia,25-29,Male,Spaces,2 - 5 years,Quality Assurance,Ubuntu,,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,Arduino / Raspberry Pi,,C,,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Finance / Banking,I'm somewhat dissatisfied with my job,I have no say in purchasing what I need or want at work,Never,No,I am actively looking for a new job,,,,,,,,,Work/life balance,,,,Quality of colleagues,,,,,Flexible work hours,Neutral - I don't mind working in the office or remotely,Finding time to job search,,Searching for a job that seems interesting,Interesting companies rarely respond,,,,Rarely,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Tolerate,I don't have an account,I don't have an account,Hate,Message is personalized,Code or projects I've worked on are referenced,,,,,Benefits / perks of the work environment are described,,Salary,Benefits,,Tech stack,,,People I would be working with,,Hate,Tolerate,Great,Tolerate,Great,Show meæmore live code,,,,Introduce me to the team,,Show me the space in which I will work,,,,,,,,Other,0,10-20 hours per week,I have never been on Stack Overflow. I just love taking surveys.,Sublime Text,,Dark,Git,,SVN,,,TFS,,,,,,Git,,To get help for my job,,,,,,,Because I love to learn,,Usually,,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
United States,30-34,Male,Spaces,1 - 2 years,Quality Assurance,Ubuntu,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$40,000 - $60,000",50000,Employed full-time,Finance / Banking,I love my job,I can recommend or request products,Never,Yes,I am open to new job opportunities,,,,,,,,,,,,,Quality of colleagues,Company culture,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,,,Writing my CV and keeping it updated,,,Rarely,I wish more recruiters contacted me!,Great,Tolerate,I don't have an account,Great,Great,Hate,Hate,Message is personalized,Code or projects I've worked on are referenced,Stack Overflow activity is mentioned,,,,,,Salary,Benefits,,Tech stack,Office location,,,Details about the product or project I'd be working on,Tolerate,Great,Great,Great,Great,Show meæmore live code,,,Introduce me to the boss,,Offer me a decent cup of coffee,,,,,It's a jobs site specificallyæfor programmers,,,,,1,2-5 hours per week,Multipleætimes a day,Vim,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Sometimes,,,,,,,,"I don't answer much (or at all), but I want to answer more"
Denmark,25-29,Male,Tabs,2 - 5 years,Quality Assurance,Mac OS X,,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Employed full-time,Foundation / Non-Profit,I'm somewhat dissatisfied with my job,I have no say in purchasing what I need or want at work,I rarely work remote,Yes,I am open to new job opportunities,,,,,,,,,Work/life balance,,,,,,,Building something that matters,,Flexible work hours,Neutral - I don't mind working in the office or remotely,Finding time to job search,,,,,,,Rarely,I wish more recruiters contacted me!,Great,Tolerate,I don't have an account,Tolerate,I don't have an account,Tolerate,Tolerate,Message is personalized,,,,Company culture is described,,Benefits / perks of the work environment are described,,,Benefits,Company name,Tech stack,Office location,,People I would be working with,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,,,,Introduce me to the boss,Introduce me to the team,,Show me the space in which I will work,,,,,,,,Other,0,1-2 hours per week,Once a week,NotePad++,,Dark,Git,,SVN,,,,,,,,,Git,,To get help for my job,,,,,,,,,Sometimes,,,,,,,,"I don't answer much (or at all), but I want to answer more"
Denmark,40-50,Male,Spaces,11+ years,Quality Assurance,Mac OS X,,,,,,C++,,C#,,,,,,,,,,,,,,,,,Node.js,Objective-C,Perl,,,,,,,,,,,,,,,,,,,,,,C++,,C#,,,,,,,,,,,,,,,,,Node.js,Objective-C,Perl,,,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Employed full-time,Gaming,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,25-29,Male,It depends,6 - 10 years,Quality Assurance,Other Linux,Archlinux,,,AngularJS,,,,,,,,,,,,Go,,,,Java,,,,MongoDB,,,,,Python,,,,,,Scala,,,,,,,,,,,,,,,,,,,,,,,,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Rather not say,Rather not say,Employed full-time,Gaming,I'm somewhat satisfied with my job,I can recommend or request products,Never,No,I am open to new job opportunities,,,,,,,,,,,,Office location,Quality of colleagues,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,The interview process,About once a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,I don't have an account,I don't have an account,Hate,I don't have an account,I don't have an account,Hate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,Salary,,,Tech stack,Office location,,People I would be working with,,Tolerate,Tolerate,Tolerate,Great,Great,,,,,,,,Fewer brainteasers,Prepare me for who I will be speaking with,,,,,,,3,5-10 hours per week,Multipleætimes a day,Sublime Text,,Light,,Mercurial,SVN,,,,,,,,,Mercurial,,To get help for my job,To give help to others,,,,,To receive help onæmy personal projects,,,Usually,,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
Spain,30-34,Male,Tabs,11+ years,Quality Assurance,Windows 8,,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-the-job training,,,,,,,,,,"Less than $20,000",10000,Freelance / Contractor,Gaming,I love my job,I can buy anything I want without asking anyone,Full-time Remote,No,I am not interested in other job opportunities,,,,,,,,,,,,Office location,Quality of colleagues,,,,,Flexible work hours,Somewhat important,,,Searching for a job that seems interesting,,,,,Never,I wish more recruiters contacted me!,Tolerate,Great,I don't have an account,Tolerate,I don't have an account,Hate,Hate,Message is personalized,,,Team I would be working with isædescribed,,Salary information is provided,,,,,,,Office location,,People I would be working with,,Hate,Great,Great,Great,Tolerate,,Be more flexible about interview scheduling,,Introduce me to the boss,,,Show me the space in which I will work,,,,,,,,,0,1-2 hours per week,Once a month,NotePad++,,Dark,,,SVN,,,,,,,,,SVN,,To get help for my job,,,,,,To receive help onæmy personal projects,,,Rarely,,,,,,,"I don't answer much (or at all), and I don't want to",
Brazil,40-50,Male,Spaces,11+ years,Quality Assurance,Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS,,,,,,,,,PHP,,,,Ruby,,,,,,,,,Visual Basic,,,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,Bachelor of Science in Computer Science (or related field),,,,"$20,000 - $40,000",30000,Employed full-time,Government,I'm somewhat satisfied with my job,I can recommend or request products,I rarely work remote,No,I am actively looking for a new job,,,,Health insurance,,,,,Work/life balance,Opportunity for advancement,,,,,,,,,Very important,,,,Interesting companies rarely respond,,Taking time off work to interview,,A few times a week,I wish more recruiters contacted me!,Great,Great,Great,Great,Great,Great,Great,Message is personalized,,,,Company culture is described,,Benefits / perks of the work environment are described,,Salary,Benefits,Company name,,,,,Details about the product or project I'd be working on,Great,Great,Great,Great,Great,,Be more flexible about interview scheduling,Offer remote interviews (ie. via video conference),Introduce me to the boss,,,,,,,,,,,Other,0,1-2 hours per week,Very rarely,NotePad++,,Light,Git,,SVN,,,,,,,I don't use source control,,Perforce,,To get help for my job,To give help to others,,,,To communicate with others like me,,Because I love to learn,,Sometimes,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,I feel a sense of responsibility to the developer community,,,"I don't answer much (or at all), but I want to answer more"
Brazil,30-34,Male,Spaces,6 - 10 years,Quality Assurance,Windows 7,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,,,,,,,,,,,,Go,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Government,I hate my job,"I influence purchasing decisions, but don't have final approval",Never,No,I am actively looking for a new job,,,,,,,,,,Opportunity for advancement,,Office location,Quality of colleagues,,,,,,Not important,,Finding an open job that I'm qualified for,,Interesting companies rarely respond,,,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Tolerate,Great,I don't have an account,Tolerate,,,Stack Overflow activity is mentioned,,Company culture is described,,Benefits / perks of the work environment are described,,,,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,,,,Introduce me to the boss,Introduce me to the team,,Show me the space in which I will work,,,,It's a jobs site specificallyæfor programmers,,To showcase my Stack Overflow activity,,,5,1-2 hours per week,Multipleætimes a day,Sublime Text,,Dark,,,SVN,CVS,,,,,,,,Git,,To get help for my job,To give help to others,,To maintain an online presence,,,To receive help onæmy personal projects,Because I love to learn,,Usually,,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,,,,"I don't answer much (or at all), but I want to answer more"
Netherlands,30-34,Male,Tabs,1 - 2 years,Quality Assurance,Windows 7,,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,,,,,,"$40,000 - $60,000",50000,Employed full-time,Government,I'm somewhat satisfied with my job,I can recommend or request products,I rarely work remote,Yes,I am open to new job opportunities,,,,,,,,,,,,Office location,,Company culture,,Building something that matters,,,Somewhat important,Finding time to job search,Finding an open job that I'm qualified for,Searching for a job that seems interesting,,,,,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Tolerate,Tolerate,I don't have an account,Hate,Tolerate,Hate,Hate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,,,Company name,,Office location,,,Details about the product or project I'd be working on,Hate,Tolerate,Tolerate,Great,Great,,,,,,,,Fewer brainteasers,,,It's a jobs site specificallyæfor programmers,,,Because the jobs ads are right there on Stack Overflow,,3,2-5 hours per week,Once a day,NotePad++,,Dark,Git,,SVN,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,To receive help onæmy personal projects,Because I love to learn,,Sometimes,,,,,,,,"I don't answer much (or at all), but I want to answer more"
United States,30-34,Male,It depends,2 - 5 years,Quality Assurance,Windows 7,,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,,Android,,AngularJS,,C++,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,iOS,Java,JavaScript,,,,Node.js,Objective-C,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,Windows Phone,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Government,I love my job,I can recommend or request products,I rarely work remote,Yes,I am not interested in other job opportunities,,,,,Industry,,,,,Opportunity for advancement,,,,,,Building something that matters,,,Not important,Finding time to job search,Finding an open job that I'm qualified for,,Interesting companies rarely respond,,,,About once a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Tolerate,Tolerate,I don't have an account,Great,I don't have an account,I don't have an account,Hate,Message is personalized,Code or projects I've worked on are referenced,,,,Salary information is provided,,,,,,,,,,,Tolerate,Great,Great,Great,Great,Show meæmore live code,,,,,,Show me the space in which I will work,,Prepare me for who I will be speaking with,,,,,Because the jobs ads are right there on Stack Overflow,,2,2-5 hours per week,Multipleætimes a day,NotePad++,,Light,Git,,SVN,,,,,,,,,SVN,,,,Because I can't do my job without it,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
Canada,40-50,Male,Huh?,11+ years,Quality Assurance,Windows 7,,,,,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,,,,,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,"$120,000 - $140,000",130000,Employed full-time,Healthcare,I love my job,I have no say in purchasing what I need or want at work,I rarely work remote,No,I am not interested in other job opportunities,Salary,,,,,,,,Work/life balance,Opportunity for advancement,,,,,,,,,Neutral - I don't mind working in the office or remotely,Finding time to job search,,,,Writing my CV and keeping it updated,Taking time off work to interview,,About once a week,"Please, make the recruiter spamŒæstop",Hate,Tolerate,I don't have an account,Hate,I don't have an account,I don't have an account,I don't have an account,Message is personalized,,,,,Salary information is provided,,,Salary,,Company name,,Office location,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Great,Tolerate,,Be more flexible about interview scheduling,,Introduce me to the boss,,,,,Prepare me for who I will be speaking with,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,25-29,Male,Tabs,2 - 5 years,Quality Assurance,Windows 8,,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C++,,,,,,,,Dart,,Go,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,Other,"Less than $20,000",10000,Employed full-time,Internet,I hate my job,I have no say in purchasing what I need or want at work,I rarely work remote,Yes,I am open to new job opportunities,,,,,,,,,Work/life balance,,,Office location,,,,,,Flexible work hours,Somewhat important,,,Searching for a job that seems interesting,,,Taking time off work to interview,The interview process,A few times a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Tolerate,Tolerate,I don't have an account,Tolerate,I don't have an account,I don't have an account,I don't have an account,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,,,,Tech stack,Office location,,,Details about the product or project I'd be working on,Hate,Tolerate,Tolerate,Great,Great,,Be more flexible about interview scheduling,,,Introduce me to the team,,Show me the space in which I will work,,,,,,,,,0,None,Once a week,Sublime Text,,Dark,Git,,SVN,,,,,,,,,Git,,To get help for my job,To give help to others,,,,,,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,I feel a sense of responsibility to the developer community,,,
Canada,20-24,Male,Tabs,6 - 10 years,Quality Assurance,Windows 8,,,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,"Bash, Awk",Android,Arduino / Raspberry Pi,,C,C++,C++11,,,,,,,,,Go,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$20,000 - $40,000",30000,Employed full-time,Internet,I love my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,Yes,I am not interested in other job opportunities,,,Ability to make or influence important decisions,,,,,,,,,,Quality of colleagues,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,Finding time to job search,,Searching for a job that seems interesting,,,,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Tolerate,I don't have an account,I don't have an account,Hate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,Salary,,,,,,People I would be working with,Details about the product or project I'd be working on,Hate,Tolerate,Great,Great,Great,,,,,Introduce me to the team,,Show me the space in which I will work,Fewer brainteasers,,,,,,,,2,5-10 hours per week,Multipleætimes a day,NotePad++,,Dark,Git,,SVN,,,,,,,,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Always,,,,,,,,"I don't answer much (or at all), but I want to answer more"
India,20-24,Male,Huh?,1 - 2 years,Quality Assurance,Windows 8,,,,AngularJS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,,,Employed part-time,Internet,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,Yes,I am actively looking for a new job,,Equity,,,,,,Company stage,,,,,,,,,,,Very important,,,Searching for a job that seems interesting,,,,,A few times a week,,Tolerate,Great,Tolerate,Tolerate,Great,Great,Great,,,,Team I would be working with isædescribed,,Salary information is provided,Benefits / perks of the work environment are described,,,Benefits,,Tech stack,,,,,Great,Great,Tolerate,Tolerate,Great,Show meæmore live code,Be more flexible about interview scheduling,,,,Offer me a decent cup of coffee,,,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,,,8,2-5 hours per week,Very rarely,Sublime Text,,Light,,,SVN,,,,,,,,,DCVS,,,,,To maintain an online presence,,To communicate with others like me,,,,Rarely,,My answer will help lots of people who have the same problem in the future,,,I feel a sense of responsibility to the developer community,,,
