,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
26567,Facebook,United States,North America,North America,25-29,27.0,Male,Engineer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$100,000 - $110,000",105000.0,4.93,iOS; Objective-C; Ruby; Swift,Go,No,10.0,Employed full-time,Other (please specify),100-499 employees,5-9 people,0,I rarely work remotely,I'm neither satisfied nor dissatisfied,Contacted by external recruiter,Sublime; Xcode,Multiple times a day,10-20 hours per week,Dogs,Mac OS X,Yes,I'm not sure,Once a week,I'm curious,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Quality of colleagues; Building something that's significant,Writing cover letters,100%,Show me more live code; Introduce me to the team; Show me the space in which I will work,,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree completely,Agree completely,Disagree somewhat,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,Fragile code base; Changing requirements; Limited resources,To give help to others; whyso_onlinepresence; To demonstrate that I'm good at what I do; Beacause I love to learn
26572,Facebook,United States,North America,North America,30-34,32.0,Male,Sr. Developer,Front-end web developer,Front-end web developer,6 - 10 years,8.0,"$90,000 - $100,000",95000.0,4.93,JavaScript; Salesforce,JavaScript; Ruby; Salesforce,No,7.0,Employed full-time,Finance / Banking,"1,000-4,999 employees",15-20 people,6,Part-time remote,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Notepad++; Eclipse,A couple times a week,None,Dogs,Windows 7,Yes,I don't have an account,Multiple times a day,To keep my skills up to date,I'm self-taught; On-the-job training; Industry certification program,I am not interested in new job opportunities,Salary; Ability to make or influence important decisions; Tech stack; Opportunity for advancement; Job title,Taking time off work to interview,20%,interview_coffee; Fewer brainteasers,Star Wars,Agree completely,Agree somewhat,Agree completely,Agree completely,Neutral,Disagree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,I don't care about this,Inefficient development processes; Fragile code base; Poor scheduling; Unrealistic expectations; Poor documentation; Poor infrastructure or equipment,To get help for my job; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
26574,Facebook,United States,North America,North America,25-29,27.0,Male,Developer; Rockstar; Ninja; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$40,000 - $50,000",45000.0,4.93,Arduino / Raspberry Pi; JavaScript; LAMP; Node.js; PHP; Python,"Android; Arduino / Raspberry Pi; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; Python",Other (please specify),8.0,Employed full-time,Software Products,5-9 employees,1-4 people,Other (please specify),Part-time remote,I'm somewhat satisfied with my job,Self-employed - I created my own job,Atom; Notepad++; Visual Studio; Visual Studio Code,Multiple times a day,20+ hours per week,Other (please specify),Windows 10,Other (please specify),101 - 500,Once a day,I want to be a better developer,I'm self-taught; Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Company culture; Flexible work hours,The interview process,40%,interview_coffee,Star Wars,Neutral,Agree completely,Agree completely,Agree somewhat,Disagree completely,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor documentation,To give help to others; whyso_onlinepresence; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
26576,Facebook,United States,North America,North America,20-24,22.0,Male,Programmer,Student,Student,2 - 5 years,3.5,"Less than $10,000",5000.0,4.93,C++; Java,Android; C++; iOS; Java; Python; Spark; Swift,No,7.0,I'm a student,,,,,,,,Notepad++; Eclipse; NetBeans,A few times a month,2-5 hours per week,Cats,Windows 10,Yes,I don't have an account,Very rarely,I want to be a better developer,Some college coursework in Computer Science (or related field); B.S. in Computer Science (or related field),I am actively looking for a new job,Opportunity for advancement; Office location; Flexible work hours,Interesting companies rarely respond to me,50%,Be more flexible about interview scheduling; Introduce me to the boss; Introduce me to the team,Star Wars,Agree completely,Neutral,Agree somewhat,Agree somewhat,Neutral,Disagree completely,Neutral,Agree somewhat,Neutral,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,Poor team dynamics; Inefficient development processes; Limited resources,I don't really use Stack Overflow. I just take surveys.
26580,Facebook,United States,North America,North America,35-39,37.0,Male,Engineer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$60,000 - $70,000",65000.0,4.93,Android; Arduino / Raspberry Pi; C#; CoffeeScript; Java; LAMP; PHP; Python; Ruby; WordPress,Android; Arduino / Raspberry Pi; Go,No,9.0,Employed full-time,Foundation / Non-Profit,20-99 employees,1-4 people,0,Never,I'm neither satisfied nor dissatisfied,I knew I wanted to work here. I sought out the opportunity directly,Atom; Notepad++; Sublime; Vim; Android Studio; IntelliJ; IPython / Jupyter; Visual Studio; Visual Studio Code,Multiple times a day,5-10 hours per week,Cats,Windows 10,Other (please specify),I'm not sure,Multiple times a day,I'm curious,Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Work/life balance; Opportunity for advancement; Job title; Building something that's significant; Remote working option; Flexible work hours,Other (please specify),80%,Introduce me to the team; Show me the space in which I will work,,Agree somewhat,Agree somewhat,Agree completely,Disagree somewhat,Agree somewhat,Disagree completely,Neutral,Agree completely,Agree completely,Disagree completely,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Inefficient development processes; Fragile code base; Unrealistic expectations,To get help for my job; To receive help on my personal projects; Beacause I love to learn
26584,Facebook,United States,North America,North America,25-29,27.0,Male,Developer; Engineer; Manager,,,,,,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26593,Facebook,United States,North America,North America,25-29,27.0,Female,Programmer,Designer,Designer,2 - 5 years,3.5,"$90,000 - $100,000",95000.0,4.93,Hadoop; JavaScript; Python; R; SQL,,Yes,4.0,Employed full-time,Software Products,100-499 employees,10-14 people,6,I rarely work remotely,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",RStudio; Xcode,I never check-in or commit code,1-2 hours per week,Cats,Mac OS X,I don't know,2 - 100,Once a week,To keep my skills up to date,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Company size; Work/life balance; Office location; Quality of colleagues,Taking time off work to interview,10%,Offer remote interviews (e.g. via video conference); Introduce me to the team; Prepare me for who I will be speaking with,Star Wars; Star Trek,Neutral,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree completely,Neutral,Agree somewhat,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Unrealistic expectations; Non-technical management; Limited resources,To get help for my job; To give help to others; To receive help on my personal projects; Beacause I love to learn
26596,Facebook,United States,North America,North America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Guru; Full-stack Developer,DevOps,DevOps,6 - 10 years,8.0,"$100,000 - $110,000",105000.0,4.93,Java; Python; SharePoint; SQL,"Cloud (AWS, GAE, Azure, etc.); Java; Python; Salesforce; SharePoint; SQL; SQL Server",Other (please specify),9.0,Employed full-time,Manufacturing,"1,000-4,999 employees",10-14 people,1,Full-time remote,I love my job,Contacted by external recruiter,Sublime,Other (please specify),Other (please specify),Dogs,Windows 7,Yes,2 - 100,Once a month,I want to be a better developer,"I'm self-taught; On-the-job training; Part-time program (e.g. night school); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am not interested in new job opportunities,Industry; Quality of colleagues; Remote working option,Other (please specify),50%,Show me more live code; interview_coffee; Prepare me for who I will be speaking with,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Disagree completely,Disagree completely,Agree somewhat,Neutral,Disagree somewhat,Disagree somewhat,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,Inefficient development processes; Unspecific requirements; Limited resources,To get help for my job; To give help to others; Beacause I love to learn
26602,Facebook,United States,North America,North America,30-34,32.0,Male,Developer; Engineer; Full-stack Developer,other,,2 - 5 years,3.5,"$90,000 - $100,000",95000.0,4.93,AngularJS; C; C++; Java; JavaScript; PHP; SQL; SQL Server,AngularJS; Java; JavaScript; SQL; SQL Server,Yes,8.0,Employed full-time,Internet,"10,000+ employees",20+ people,8,I rarely work remotely,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26607,Facebook,United States,North America,North America,35-39,37.0,Male,,Student,Student,11+ years,13.0,"Less than $10,000",5000.0,4.93,C++; LAMP; Python; Ruby,C++; MATLAB; Python; R; Ruby; Scala; SQL,No,6.0,I'm a student,,,,,,,,Emacs; Notepad++; Sublime; Eclipse; IntelliJ; NetBeans; RStudio; Visual Studio; Visual Studio Code; Xcode,A couple times a week,20+ hours per week,Other (please specify),Mac OS X,Yes,2 - 100,Once a day,I want to be a better developer,B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field); PhD in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Opportunity for advancement; Quality of colleagues; Building something that's innovative,Taking time off work to interview,40%,Show me more live code; Be more flexible about interview scheduling; Introduce me to the team,,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Agree somewhat,Agree somewhat,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,Inefficient development processes; Corporate policies; Non-technical management,To get help for my job; To give help to others; Because I can't do my job without it; whyso_onlinepresence; To demonstrate that I'm good at what I do; To receive help on my personal projects; Beacause I love to learn
26611,Facebook,United States,North America,North America,25-29,27.0,Male,Developer,Data scientist,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",2 - 5 years,3.5,"$30,000 - $40,000",35000.0,4.93,C; Matlab; Python,Python; Ruby; Rust,Other (please specify),9.0,I'm a student,,,,,,,,Notepad++; Vim; IPython / Jupyter,A few times a month,1-2 hours per week,Dogs,Windows 8,Yes,101 - 500,Once a day,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Office location; Company culture; Building something that's significant; Flexible work hours,Writing my CV and keeping it updated,40%,Show me the space in which I will work; Prepare me for who I will be speaking with,,Neutral,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Disagree somewhat,Neutral,Neutral,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,I don't care about this,Poor team dynamics; Unspecific requirements,To get help for my job; To give help to others
26630,Facebook,United States,North America,North America,< 20,16.0,Male,Developer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1 - 2 years,1.5,Rather not say,,4.93,Android; Arduino / Raspberry Pi; C; C++; iOS; Java; Matlab; Objective-C; Python; Swift,Arduino / Raspberry Pi; iOS; Java; Python; Swift,Yes,2.0,I'm a student,,,,,,,,Android Studio; Eclipse; Xcode,Multiple times a day,1-2 hours per week,Dogs,Mac OS X,I don't know,2 - 100,Once a month,To build a specific product I have in mind,"I'm self-taught; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Health insurance; Industry; Company size; Company financials; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Writing cover letters,10%,Show me more live code; Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree somewhat,Disagree completely,Disagree somewhat,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,Unrealistic expectations; Poor documentation,Because I can't do my job without it; To receive help on my personal projects
26646,Facebook,United States,North America,North America,40-49,44.5,Male,Engineer; Sr. Developer; Full-stack Developer,DevOps,DevOps,11+ years,13.0,"$130,000 - $140,000",135000.0,4.93,C#; JavaScript; SQL,"C#; Cloud (AWS, GAE, Azure, etc.); Python",Yes,9.0,Employed full-time,Finance / Banking,"10,000+ employees",5-9 people,0,Never,I'm neither satisfied nor dissatisfied,Contacted by external recruiter,Visual Studio,Once a day,5-10 hours per week,Cats,Windows 8,I don't know,I don't have an account,Once a day,To build a specific product I have in mind,B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Office location; Building something that's innovative,Writing my CV and keeping it updated,50%,Introduce me to the boss; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Trek,Agree completely,Neutral,Agree completely,Disagree completely,Agree somewhat,Disagree somewhat,Disagree somewhat,Neutral,Agree somewhat,Disagree completely,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is very important,Inefficient development processes; Corporate policies; Unspecific requirements,To get help for my job; To receive help on my personal projects
26649,Facebook,United States,North America,North America,30-34,32.0,Male,Full-stack Developer; Hacker,Product manager,Product manager,2 - 5 years,3.5,"$100,000 - $110,000",105000.0,4.93,JavaScript; LAMP; PHP; SQL,AngularJS; CoffeeScript; JavaScript; Node.js; Python; ReactJS,Yes,4.0,Employed full-time,Automotive,"1,000-4,999 employees",1-4 people,2,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by external recruiter,,A few times a month,10-20 hours per week,Dogs,Mac OS X,I don't know,1,Multiple times a day,To build a specific product I have in mind,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Company culture; Building something that's significant,Finding time to search for a job,10%,Show me more live code; Introduce me to the team; Prepare me for who I will be speaking with,Star Wars,Disagree completely,Agree completely,Agree completely,Agree somewhat,Disagree completely,Neutral,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Outdated technologies; Non-technical management; Interacting with non-technical people,To receive help on my personal projects; Beacause I love to learn
26651,Facebook,United States,North America,North America,40-49,44.5,Male,Developer; Programmer; Sr. Developer; Manager; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$150,000 - $160,000",155000.0,4.93,AngularJS; C#; JavaScript; SharePoint; SQL; SQL Server; Visual Basic,AngularJS; C#; JavaScript; SQL; SQL Server,No,10.0,Employed full-time,Manufacturing,"1,000-4,999 employees",5-9 people,1,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,Visual Studio; Visual Studio Code,Multiple times a day,1-2 hours per week,Dogs,Windows 8,Yes,101 - 500,Once a day,I want to be a better developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26659,Facebook,United States,North America,North America,25-29,27.0,Female,Developer; Engineer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,1 - 2 years,1.5,"$70,000 - $80,000",75000.0,4.93,Android; CoffeeScript; Java; JavaScript; Ruby,Android; AngularJS; Java; JavaScript; MongoDB; Node.js; ReactJS; Ruby,Other (please specify),6.0,Employed full-time,Media / Advertising,100-499 employees,10-14 people,2,I rarely work remotely,I'm somewhat satisfied with my job,Other,Sublime; Android Studio; IntelliJ,Multiple times a day,5-10 hours per week,Dogs,Mac OS X,Yes,1,Once a month,I want to be a better developer,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Mentorship program (e.g. Flatiron School, GDI, etc.)",I am actively looking for a new job,Salary; Work/life balance; Company culture,Taking time off work to interview,0%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Prepare me for who I will be speaking with,Star Wars; Star Trek,Agree completely,Agree somewhat,Agree completely,Agree completely,Disagree completely,Disagree completely,Agree completely,Disagree somewhat,Neutral,Disagree completely,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,I don't care about this,Poor documentation; Interacting with non-technical people; Unspecific requirements,To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
26671,Facebook,United States,North America,North America,20-24,22.0,Female,Programmer; Ninja,Student,Student,1 - 2 years,1.5,"Less than $10,000",5000.0,4.93,C++; JavaScript; PHP; Python; SQL; WordPress,Python; Ruby; Swift,Yes,5.0,I'm a student,,,,,,,,Notepad++; Sublime; IPython / Jupyter; Visual Studio; Xcode,A couple times a week,2-5 hours per week,Dogs,Mac OS X,Yes,I don't have an account,Multiple times a day,To keep my skills up to date,"Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",I am actively looking for a new job,Work/life balance; Office location; Company culture,The interview process,20%,Be more flexible about interview scheduling,Star Wars,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Disagree completely,Neutral,Neutral,Neutral,Neutral,Neutral,This is somewhat important,This is very important,This is somewhat important,This is very important,,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Poor infrastructure or equipment,To get help for my job
26683,Facebook,United States,North America,North America,25-29,27.0,Female,Developer; Engineer; Programmer; Sr. Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,,,4.93,C#; Java; JavaScript; SQL; SQL Server; WordPress,"AngularJS; Cloud (AWS, GAE, Azure, etc.); Hadoop; Node.js",No,6.0,I'm a student,,,,,,,,Notepad++; Sublime; Vim; Eclipse; PhpStorm; Visual Studio; Visual Studio Code,Once a day,20+ hours per week,Dogs,Windows 10,Yes,I don't have an account,Multiple times a day,To keep my skills up to date,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Masters Degree in Computer Science (or related field)",I am actively looking for a new job,Salary; Ability to make or influence important decisions; Opportunity for advancement,Writing my CV and keeping it updated,10%,Show me more live code; Fewer brainteasers; Prepare me for who I will be speaking with,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Disagree completely,Neutral,Neutral,Disagree somewhat,Agree somewhat,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,Unrealistic expectations; Interacting with non-technical people; Changing requirements,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
26687,Facebook,United States,North America,North America,30-34,32.0,Male,Developer; Sr. Developer; Ninja; Guru,Front-end web developer,Front-end web developer,6 - 10 years,8.0,"$30,000 - $40,000",35000.0,4.93,AngularJS; JavaScript; MongoDB; Node.js; PHP; SQL; WordPress,AngularJS; CoffeeScript; iOS; JavaScript; MongoDB; Node.js; PHP; ReactJS; Ruby; SQL; WordPress,No,8.0,Unemployed,,,,,,,,Atom; Coda; Sublime; Vim,A couple times a week,5-10 hours per week,Cats,Mac OS X,Yes,2 - 100,Multiple times a day,To pursue career goals,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)",I am actively looking for a new job,Health insurance; Opportunity for advancement; Company culture; Building something that's significant; Remote working option; Building something that's innovative,Writing cover letters,10%,Show me more live code; Fewer brainteasers; Prepare me for who I will be speaking with,,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree somewhat,Agree somewhat,Agree completely,Agree completely,Disagree completely,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,Unrealistic expectations; Outdated technologies; Changing requirements,To get help for my job; To give help to others; whyso_onlinepresence; To discover new job opportunities; To demonstrate that I'm good at what I do; To receive help on my personal projects; Beacause I love to learn
26693,Facebook,United States,North America,North America,< 20,16.0,Male,Developer; Programmer; Manager; Rockstar; Hacker,Student,Student,6 - 10 years,8.0,"Less than $10,000",5000.0,4.93,Android; Arduino / Raspberry Pi; C; C++; C#; Cassandra; iOS; Java; JavaScript; Node.js; PHP; Python; SQL Server; Swift; Visual Basic,C++; Java; JavaScript; Objective-C; PHP; Python; SQL; SQL Server; Visual Basic,Yes,8.0,Employed part-time,Retail,5-9 employees,5-9 people,1,Part-time remote,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Sublime; Vim; Android Studio; Eclipse; NetBeans; Visual Studio,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",20+ hours per week,Dogs,Windows 10,Yes,I don't have an account,Once a week,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Opportunity for advancement; Flexible work hours; Building something that's innovative,Finding an open job that I'm qualified for,40%,Introduce me to the boss; Introduce me to the team; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,I don't care about this,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,Poor team dynamics; Poor documentation; Interacting with stupid people,To get help for my job; To receive help on my personal projects; Beacause I love to learn
26700,Facebook,United States,North America,North America,25-29,27.0,Male,Developer; Programmer; Sr. Developer; Rockstar; Full-stack Developer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$90,000 - $100,000",95000.0,4.93,AngularJS; JavaScript; Node.js,Arduino / Raspberry Pi; AngularJS; Node.js; ReactJS,Yes,8.0,Employed full-time,Software Products,20-99 employees,5-9 people,2,Full-time remote,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",,A couple times a week,5-10 hours per week,Dogs,Mac OS X,Yes,"1,001 - 5,000",Once a week,I want to be a better developer,I'm self-taught; On-the-job training,I am not interested in new job opportunities,Equity; Tech stack; Opportunity for advancement; Quality of colleagues; Remote working option; Flexible work hours; Building something that's innovative,Writing cover letters,100%,,,Agree completely,Agree completely,Agree completely,Neutral,Agree completely,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,Disagree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,Inefficient development processes; Unrealistic expectations; Outdated technologies; Changing requirements; Unspecific requirements,To give help to others; To receive help on my personal projects; Beacause I love to learn
26705,Facebook,United States,North America,North America,20-24,22.0,Male,Programmer,,,,,,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26707,Facebook,United States,North America,North America,25-29,27.0,Male,Hacker,Growth hacker,Growth hacker,1 - 2 years,1.5,"$60,000 - $70,000",65000.0,4.93,JavaScript; Python; Ruby,JavaScript; Node.js; Ruby; SQL; WordPress,No,3.0,Employed full-time,Web Services,20-99 employees,1-4 people,2,I rarely work remotely,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Sublime,A couple times a week,2-5 hours per week,Dogs,Mac OS X,Yes,I don't have an account,Multiple times a day,I want to be a better developer,"I'm self-taught; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)",I am not interested in new job opportunities,Opportunity for advancement; Quality of colleagues; Building something that's innovative,Writing cover letters,30%,Be more flexible about interview scheduling; Introduce me to the boss; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Disagree somewhat,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Poor documentation; Outdated technologies; Limited resources,To get help for my job
26711,Facebook,United States,North America,North America,40-49,44.5,Female,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$120,000 - $130,000",125000.0,4.93,"AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Ruby; SQL",AngularJS; Java; Ruby; SQL,Yes,7.0,Employed full-time,Internet,I am not sure,5-9 people,3,I rarely work remotely,I love my job,LinkedIn,Sublime; Vim; IntelliJ; RubyMine,A couple times a week,1-2 hours per week,Dogs,Mac OS X,Yes,I don't have an account,Once a day,I'm curious,On-the-job training; B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Tech stack; Company financials; Work/life balance; Office location; Quality of colleagues; Company culture; Company reputation; Remote working option; Building something that's innovative,Taking time off work to interview,70%,Offer remote interviews (e.g. via video conference); Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,Disagree completely,Agree completely,Neutral,Disagree somewhat,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,Poor scheduling; Unrealistic expectations; Poor documentation; Unspecific requirements,To get help for my job; Beacause I love to learn
26730,Facebook,United States,North America,North America,25-29,27.0,Male,Developer; Engineer; Programmer; Full-stack Developer,Enterprise level services developer,Enterprise level services developer,2 - 5 years,3.5,"$90,000 - $100,000",95000.0,4.93,Java; JavaScript; LAMP,JavaScript; Python; ReactJS,No,4.0,Employed full-time,Software Products,100-499 employees,5-9 people,4,I rarely work remotely,I'm neither satisfied nor dissatisfied,Stack Overflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
